id,element,useCase,type,component
1,Supervisor:management page with list of individual details,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
2,Supervisor:management page with list of individual details,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
3,Supervisor:"Manage individuals" button,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
4,Supervisor:Manage Individuals Page,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
5,Supervisor:Individual resend OTP page,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
6,"Manage individuals" button:Redirect to the manage individuals page with list of individual details,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
7,Individual resend OTP page:clears device ID of volunteer in db,Retrieve and update victim data,control,VlunteerDiasterHomepage
8,Individual resend OTP page:Manage Individuals Page,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
9,Redirects to the individual resent otp page:Individual resend OTP page,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
10,Redirect to the manage individuals page:Manage Individuals Page,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
11,sends OTP to volunteer email ID:Redirect to the manage individuals page,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
12,Redirect to the manage individuals page with list of individual details:management page with list of individual details,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
13,management page with list of individual details:Redirects to the individual resent otp page,Retrieve and update victim data,boundary,RedirectViewIndividualsPage
14,clears device ID of volunteer in db:sends OTP to volunteer email ID,Retrieve and update victim data,control,VlunteerDiasterHomepage
15,clears device ID of volunteer in db:volunteer database,Retrieve and update victim data,control,assignmentdetaildatabase
16,sends OTP to volunteer email ID:volunteer database,Retrieve and update victim data,control,assignmentdetaildatabase
17,stl#Supervisor:management page with list of individual details,Retrieve and update victim data,Stimulus,undefined
18,stl#Supervisor:management page with list of individual details,Retrieve and update victim data,Stimulus,undefined
19,stl#Supervisor:"Manage individuals" button,Retrieve and update victim data,Stimulus,undefined
20,stl#Supervisor:Manage Individuals Page,Retrieve and update victim data,Stimulus,undefined
21,stl#Supervisor:Individual resend OTP page,Retrieve and update victim data,Stimulus,undefined
