id,element,attributeNum,operationNum,instanceVarNum,externalOperNum,parameterNum,weightedOperNum,numberOfDerivedClasses,numberOfChildren,numberOfClassesInherited,depthInheritanceTree,numberOfDerivingClasses,isTopLevelClass,numberOfClassesInheritedFrom,numberOfInheritanceRelationships,numberOfAssociatedClasses,numberOfAssociatingClasses,numberOfAssociationRelationships,numberOfUsedClasses,numberOfUsingClasses,numberOfUsageRelationships,couplingBetweenObjects
1,Building,3,5,3,1,0,0.3,0,0,0,0,0,true,0,0,0,310,310,0,0,0,310
2,Disaster,4,6,4,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
3,EMT Building Assignment,2,7,2,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
4,Hub,2,1,2,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
5,Supervisor,0,12,0,11,3,0.3,0,0,0,0,1,false,2,0,310,0,310,0,0,0,310
6,Transport Coordinator,0,8,0,3,0,0.3,0,0,0,0,1,false,2,0,0,0,0,0,0,0,0
7,User,4,3,4,1,0,0.3,2,2,4,4,0,true,0,6,0,0,0,0,0,0,6
8,Victim,11,7,11,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
9,Volunteer,4,8,4,4,0,0.3,0,0,0,0,1,false,1,0,0,0,0,0,0,0,0
10,Web User,2,2,2,2,0,0.3,2,2,2,2,1,false,1,4,0,0,0,0,0,0,4
11,$help://actor.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
12,$help://use_case_model_pattern.htm,0,3,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
13,$help://usecasediagram.htm,0,2,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
14,System Boundary,0,2,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
15,checkthebarcodeambulancenumberandhospitalinfo,0,3,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
16,returnsaddEMTfrompage,0,9,0,1,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
17,ValidatesInput,0,7,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
18,categoryspage,0,11,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
19,Redirectstorespirationperfusionmetalstatuspage,0,11,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
