NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add EMT building assignment in emergency,14,23,0,17,12,2,3,2,0,1,2,3,0,3,11,3,24,4.551724137931035,19.333333333333332,9.666666666666666,109.24137931034483,0,0,61,14,14,14,14,14,14,14,14.207199999999995,46.51669999999999,29.047199999999997
2,Add buildings/hubs to the datbase,13,22,0,17,1,15,1,0,0,0,0,8,0,0,5,8,9.875,5.833333333333333,8.25,3.625,57.604166666666664,0,0,60,13,13,13,13,13,13,13,13.192399999999996,69.29010000000001,38.5334
3,Add individuals to the list of allowed users,11,21,0,16,1,15,0,0,0,1,0,11,0,1,0,11,5.454545454545454,8.816326530612244,4.454545454545454,1.1818181818181819,48.08905380333951,0,0,39,11,11,11,11,11,11,11,11.162799999999997,59.3644,35.780300000000004
4,Add volunteers to the system,8,17,0,13,0,13,0,0,0,0,0,8,0,0,0,8,5.25,7.205882352941177,4.25,1.125,37.830882352941174,0,0,27,8,8,8,8,8,8,8,8.1184,42.7683,25.7184
5,Add/Chose Disaster,7,15,0,11,1,10,0,0,0,0,0,4,0,0,3,4,9,6.931034482758621,7.25,0,62.37931034482759,0,0,28,7,7,7,7,7,7,7,7.1036,36.2528,23.2326
6,Enter Victim Data,36,31,0,24,13,10,1,0,0,2,0,4,0,2,32,4,67.5,6.119658119658119,58.5,34.25,413.07692307692304,0,0,194,36,36,36,36,36,36,36,36.532800000000016,226.67309999999992,148.75230000000005
7,Login to MEDFRS Website,7,15,0,11,8,3,0,0,0,3,0,3,0,3,4,3,8.666666666666666,2.5789473684210527,6.333333333333333,1.3333333333333333,22.350877192982455,0,0,24,7,7,7,7,7,7,7,7.1036,11.4682,10.846599999999999
8,Logout,2,7,0,5,5,0,0,0,0,1,0,1,0,1,1,1,7,1.8,5,0,12.6,0,0,8,2,2,2,2,2,2,2,2.0296,2.2497,2.3811
9,Manage individuals in the database,17,24,0,18,13,4,1,1,0,2,1,3,0,3,14,3,32.666666666666664,4.703703703703703,27,2.6666666666666665,153.6543209876543,0,0,62,17,17,17,17,17,17,17,17.251599999999996,66.99880000000002,36.384100000000004
10,Manage victim emergency emt assignment information,28,32,0,24,14,9,1,0,0,2,0,5,0,2,23,5,37,5.286624203821656,31.4,14.8,195.60509554140128,0,0,137,28,28,28,28,28,28,28,28.414400000000008,140.8582,76.81240000000001
11,Management buildings/hubs/disasters in the database,13,22,0,17,6,11,0,0,0,0,0,4,0,0,9,4,19.25,3.625,16,7.25,69.78125,0,0,62,13,13,13,13,13,13,13,13.192399999999996,37.8909,24.0779
12,On time login to MedFRS Device App,36,35,0,27,20,7,0,0,0,4,0,5,0,4,31,5,48.4,7.213592233009709,41.2,9.2,349.13786407766986,0,0,138,36,36,36,36,36,36,36,36.532800000000016,217.78489999999994,139.3858
13,Record victim transportation,18,26,0,19,13,1,5,1,0,3,1,4,0,4,14,4,20.75,3.923076923076923,16.25,5.25,81.40384615384615,0,0,65,18,18,18,18,18,18,18,18.266399999999997,43.7866,30.994900000000005
14,Resent one time pass email,15,20,0,16,9,4,3,1,0,0,1,1,0,1,14,1,87,4.638888888888889,72,16,403.58333333333337,0,0,52,15,15,15,15,15,15,15,15.221999999999994,56.5167,31.107
15,Retrieve and update victim data,13,21,0,16,6,6,4,2,0,0,2,4,0,2,9,4,20,4.223880597014926,16.75,3.5,84.47761194029852,0,0,52,13,13,13,13,13,13,13,13.192399999999996,44.757099999999994,29.7274
16,Track victims,14,20,0,15,9,6,0,0,0,5,0,6,0,5,8,6,14.166666666666666,3.352112676056338,11.833333333333334,7,47.48826291079812,0,0,72,14,14,14,14,14,14,14,14.207199999999995,43.12269999999999,25.244699999999998
17,Update Victim Transportation,10,21,0,15,1,9,5,3,0,0,3,5,0,3,5,5,10,5.15,8,3,51.5,0,0,38,10,10,10,10,10,10,10,10.147999999999998,42.2849,20.53
18,resend one time pass email,19,25,0,19,11,2,6,1,0,0,1,1,0,1,18,1,131,8.607142857142858,112,20,1127.5357142857144,0,0,64,19,19,19,19,19,19,19,19.2812,123.79260000000002,73.37570000000001
