id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:Checkout  page-->Checkout  page:Checkout data-->Checkout data:Confirmation page-->Confirmation page:Homepage,EQ,0,4,3,1,0,boundary->control->boundary->boundary
2,User:Checkout  page-->Checkout  page:Checkout data-->Checkout data:Confirmation page-->Confirmation page:Checkout  page-->Checkout  page:Checkout data,EQ,1,5,2,3,0,boundary->control->boundary->control->control
3,User:Homepage,EQ,0,1,1,0,0,boundary
4,User:Configure data service page-->Configure data service page: choose the service  to configure--> choose the service  to configure:Confirmation page-->Confirmation page:Homepage,EQ,0,4,4,0,0,boundary->boundary->boundary->boundary
5,User:Configure data service page-->Configure data service page: choose the service  to configure--> choose the service  to configure:Confirmation page-->Confirmation page:Configure data service page-->Configure data service page: choose the service  to configure,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
6,User:Create account  page-->Create account  page:Create  account information-->Create  account information:validate account information -->validate account information :Confirmation page-->Confirmation page:Create account  page-->Create account  page:Create  account information,EQ,0,6,0,6,0,control->control->control->control->control->control
7,User:Create account  page-->Create account  page:Create  account information-->Create  account information:validate account information -->validate account information :Confirmation page-->Confirmation page:Homepage,EO,0,5,1,4,0,control->control->control->control->boundary
8,User:Customize  Data serivce page-->Customize  Data serivce page:Customize data-->Customize data:Confirmation page-->Confirmation page:Customize  Data serivce page-->Customize  Data serivce page:Customize data,EQ,2,5,3,2,0,boundary->control->boundary->boundary->control
9,User:Customize  Data serivce page-->Customize  Data serivce page:Customize data-->Customize data:Confirmation page-->Confirmation page:Homepage,EQ,1,4,3,1,0,boundary->control->boundary->boundary
10,User:Export data file  page-->Export data file  page:source of information exported into a file.-->source of information exported into a file.:Confirmation page-->Confirmation page:Homepage,EO,0,4,1,3,0,control->control->control->boundary
11,User:Export data file  page-->Export data file  page:source of information exported into a file.-->source of information exported into a file.:Confirmation page-->Confirmation page:Export data file  page-->Export data file  page:source of information exported into a file.,EQ,0,5,0,5,0,control->control->control->control->control
12,User:Login page-->Login page:Validate usename and password-->Validate usename and password:Confirmation page -->Confirmation page :Login page-->Login page:Validate usename and password,EQ,0,5,3,2,0,boundary->control->boundary->boundary->control
13,User:Login page-->Login page:Validate usename and password-->Validate usename and password:Confirmation page -->Confirmation page :Homepage,EQ,0,4,3,1,0,boundary->control->boundary->boundary
14,User:Logout page-->Logout page:Validate usename and password-->Validate usename and password:Confirmation page -->Confirmation page :Homepage,EQ,1,4,3,1,0,boundary->control->boundary->boundary
15,User:Logout page-->Logout page:Validate usename and password-->Validate usename and password:Confirmation page -->Confirmation page :Logout page-->Logout page:Validate usename and password,EQ,1,5,3,2,0,boundary->control->boundary->boundary->control
16,User:Manage  data page-->Manage  data page:chooses the type of management for data-->chooses the type of management for data:Confirmation page-->Confirmation page:Manage  data page-->Manage  data page:chooses the type of management for data,EQ,1,5,3,2,0,boundary->control->boundary->boundary->control
17,User:Manage  data page-->Manage  data page:chooses the type of management for data-->chooses the type of management for data:Confirmation page-->Confirmation page:Homepage,EQ,1,4,3,1,0,boundary->control->boundary->boundary
18,User:Receive notification  page-->Receive notification  page:stores the data into the database-->stores the data into the database:validate data services-->validate data services:data services db,EI,0,4,1,2,1,boundary->control->control->entity
19,User:Receive notification  page-->Receive notification  page:stores the data into the database-->stores the data into the database:validate data services-->validate data services:Confirmation page-->Confirmation page:Homepage,EQ,0,5,3,2,0,boundary->control->control->boundary->boundary
20,User:Receive notification  page-->Receive notification  page:stores the data into the database-->stores the data into the database:validate data services-->validate data services:Confirmation page-->Confirmation page:Receive notification  page-->Receive notification  page:stores the data into the database,EQ,0,6,3,3,0,boundary->control->control->boundary->boundary->control
21,User:Receive  Data  page-->Receive  Data  page:selects the way to receive notification an email or a text.-->selects the way to receive notification an email or a text.:Confirmation page-->Confirmation page:Receive  Data  page-->Receive  Data  page:selects the way to receive notification an email or a text.,EQ,0,5,1,4,0,control->control->boundary->control->control
22,User:Receive  Data  page-->Receive  Data  page:selects the way to receive notification an email or a text.-->selects the way to receive notification an email or a text.:Confirmation page-->Confirmation page:Homepage,EO,0,4,2,2,0,control->control->boundary->boundary
23,User:Send Data  page-->Send Data  page:Input data-->Input data:validate authentication information and checks the validation of the sensor -->validate authentication information and checks the validation of the sensor :Confirmation page-->Confirmation page:Homepage,EQ,2,5,3,2,0,boundary->control->control->boundary->boundary
24,User:Send Data  page-->Send Data  page:Input data-->Input data:validate authentication information and checks the validation of the sensor -->validate authentication information and checks the validation of the sensor :Confirmation page-->Confirmation page:Send Data  page-->Send Data  page:Input data,EQ,2,6,3,3,0,boundary->control->control->boundary->boundary->control
25,User:Subscribe Data serivce page-->Subscribe Data serivce page:Subscribe data-->Subscribe data:Confirmation page-->Confirmation page:Subscribe Data serivce page-->Subscribe Data serivce page:Subscribe data,EQ,2,5,3,2,0,boundary->control->boundary->boundary->control
26,User:Subscribe Data serivce page-->Subscribe Data serivce page:Subscribe data-->Subscribe data:Confirmation page-->Confirmation page:Homepage,EQ,1,4,3,1,0,boundary->control->boundary->boundary
27,User:Update content page-->Update content page:Choose content to update-->Choose content to update:content db,EQ,0,3,3,0,0,boundary->boundary->boundary
28,User:Update content page-->Update content page:Choose content to update-->Choose content to update:Confirmation page-->Confirmation page:Update content page-->Update content page:Choose content to update,EQ,1,5,5,0,0,boundary->boundary->boundary->boundary->boundary
29,User:Update content page-->Update content page:Choose content to update-->Choose content to update:Confirmation page-->Confirmation page:Homepage,EQ,0,4,4,0,0,boundary->boundary->boundary->boundary
30,User:View data  page-->View data  page:Choose data-->Choose data:Confirmation page -->Confirmation page :View data  page-->View data  page:Choose data,EQ,1,5,3,2,0,boundary->control->boundary->boundary->control
31,User:View data  page-->View data  page:Choose data-->Choose data:Confirmation page -->Confirmation page :Homepage,EQ,1,4,3,1,0,boundary->control->boundary->boundary
