id,element,useCase,type,component
1,User : type in new information of donation,filter donation,control,Donation information Profile
2,User :click "filter" button,filter donation,boundary,Clicksubmit
3,User :click on submit,filter donation,boundary,Clicksubmit
4,User :Homepage,filter donation,boundary,Homepage
5,User :input filter conditions,filter donation,control,Contacts information profile
6, type in new information of donation:Check manager��s authority,filter donation,boundary,Homepage
7,Check manager��s authority:Manager��s authority approved,filter donation,control,Donation information Profile
8,input filter conditions:Check manager��s authority,filter donation,boundary,Homepage
9,click "filter" button:Check manager��s authority,filter donation,boundary,Homepage
10,Display a text field for input:Check manager��s authority,filter donation,boundary,Homepage
11,click on submit:Check manager��s authority,filter donation,boundary,Homepage
12,click "filter" button:Display a text field for input,filter donation,boundary,mass mailing template
13,input filter conditions:Display a text field for input,filter donation,boundary,mass mailing template
14,Display donations which meet filter conditions:Homepage,filter donation,boundary,Homepage
15,Display donations which meet filter conditions:donation db,filter donation,control,Donation information Profile
16,Manager��s authority approved:Display donations which meet filter conditions,filter donation,control,Donation information Profile
17,stl#User : type in new information of donation,filter donation,Stimulus,undefined
18,stl#User :click "filter" button,filter donation,Stimulus,undefined
19,stl#User :click on submit,filter donation,Stimulus,undefined
20,stl#User :Homepage,filter donation,Stimulus,undefined
21,stl#User :input filter conditions,filter donation,Stimulus,undefined
