NUM,Project,Type,,,Tran_Num,UseCase_Num,KSLOC,SLOC,Personnel,Type,Priori_COCOMO_Estimate,COCOMO_Estimate,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,Type,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,IFPUG,NI,NE,MKII,EXT,ERY,RED,WRT,COSMIC,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,F13a_Yanomamo Interactive CDROM,Hybrid,0,1,31,18,4.965,4.965,7,Tool,574,485,79,0,0,47,16,13,55,10,7,13,13,0,0,0,0,0,0,0,0,7,4,0.538461538,0.769230769,0,0,0,0,0.769230769,0.9,0,0,0,14,0,18,0,14,13,18,5.333333333,4.057142857,21.63809524,Unknown,84.56,0,1,1,5,3,1,70,70,95,93,88,95,93,88,0,10,0,7,7,0,9,0.9,0.538461538,0,0,0,0.769230769,0,0,0,0,13,0.069230769,0,0,0,0,216,32,32,75.06,32,32,32,32,128,0,0,2,13,0,0,9,0,0,0,0,13,0,0,0,7,0,10,0,0.538461538,0,0.769230769,0,0,13,0.769230769,0,0,0,0,0,7,0,0,0,0,..\..\577 Projects\12-22\F13a_Yanomamo Interactive CDROM_2018-11-22@1545550013352_analysis\filteredTransactionEvaluation.csv
1,F14a_black_professionals_net,Web,0,0,188,52,9.202,9.202,8,Website,842,193,499,0,0,130,320,46,381,98,78,46,46,0,0,0,0,97,0,0,0,78,4,1.695652174,2.130434783,2.108695652,0,0,0,2.130434783,7.2,0,21,0,26,21,105,0,47,383,105,32.99047619,7.779874987,256.6617805,Unknown,2146.5,0,1,1,0,6,20,360,360,350,378,364,350,378,364,0,98,0,78,78,0,26,7.2,1.695652174,0,0,0,2.130434783,0,0,0,0,46,0.156521739,0,0,0,0,2560,503,503,1137.64,503,503,503,503,2012,0,0,18,46,0,0,26,0,0,0,0,46,0,0,0,78,97,98,0,1.695652174,2.108695652,2.130434783,0,0,46,2.130434783,0,0,0,0,2.108695652,78,0,0,0,0,..\..\577 Projects\12-22\F14a_black_professionals_net_2018-11-22@1545550013354_analysis\filteredTransactionEvaluation.csv
1,f14a_cash_doctor,Mobile,1,0,58,20,2.95,2.95,7,Mobile App,1997.28,870.0085849,131,0,0,88,10,17,100,35,0,17,17,0,0,0,0,0,0,0,0,0,5,0,2.058823529,0,0,0,0,2.058823529,0,0,0,0,6,0,6,0,6,52,6,26,4.523271081,117.6050481,Unknown,724,0,1,1,1,4,5,120,120,155,158,177,155,158,177,0,35,0,0,0,0,10,0,0,0,0,0,2.058823529,0,0,0,0,17,0,0,0,0,0,300,58,58,132.78,58,58,58,58,232,0,0,5,17,0,0,10,0,0,0,0,17,0,0,0,0,0,35,0,0,0,2.058823529,0,0,17,2.058823529,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\f14a_cash_doctor_2018-11-22@1545550013354_analysis\filteredTransactionEvaluation.csv
1,f14a_e_lock_box,Web,0,0,450,32,1.1,1.1,7,Website,283,291,519,0,0,128,220,42,351,161,0,42,42,0,0,0,0,0,0,0,0,0,32,0,3.833333333,0,0,0,0,3.833333333,0,0,42,0,44,42,106,0,86,344,106,21.54716981,5.877137264,126.6356746,Unknown,1525,0,1,1,0,0,16,240,240,240,268,270,240,268,270,0,161,0,0,0,0,16,0,0,0,0,0,3.833333333,0,0,0,0,42,0,0,0,0,0,2139,472,472,1067.68,472,472,472,472,1888,0,0,39,42,0,0,16,0,0,0,0,42,0,0,0,0,0,161,0,0,0,3.833333333,0,0,42,3.833333333,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\f14a_e_lock_box_2018-11-22@1545550013354_analysis\filteredTransactionEvaluation.csv
1,f14a_gotrla,Mobile,1,0,82,20,6.569,6.569,7,Mobile App,292,1190.514821,175,0,0,32,134,21,133,80,0,21,21,0,0,0,0,0,0,0,0,0,10,0,3.80952381,0,0,0,0,3.80952381,0,0,1,0,13,1,35,0,14,77,35,15.74285714,7.191956489,113.2219436,Unknown,482,0,1,1,0,0,10,150,150,135,141,158,135,141,158,0,80,0,0,0,0,10,0,0,0,0,0,3.80952381,0,0,0,0,21,0,0,0,0,0,583,112,112,255.56,112,112,112,112,448,0,0,9,21,0,0,10,0,0,0,0,21,0,0,0,0,0,80,0,0,0,3.80952381,0,0,21,3.80952381,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\f14a_gotrla_2018-11-22@1545550013354_analysis\filteredTransactionEvaluation.csv
1,F14a_mobile_application_for_mobile_controlled_lighting,Mobile,1,0,27,10,1.5,1.5,7,Mobile App,1945.6,279.4200785,59,0,0,15,38,8,45,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,5,24.2,4.633333333,112.1266667,Unknown,57.5,0,1,1,1,0,4,65,65,70,73,61,70,73,61,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,139,27,27,61.52,27,27,27,27,108,0,0,6,8,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\F14a_mobile_application_for_mobile_controlled_lighting_2018-11-22@1545551707451_analysis\filteredTransactionEvaluation.csv
1,F14a_REFERsy,Web,0,0,62,20,7.25,7.25,3,Website,965.2,227.6687403,137,0,0,44,94,18,100,13,0,18,18,0,0,0,0,0,0,0,0,0,6,0,0.722222222,0,0,0,0,0.722222222,0,0,2,0,22,2,36,0,24,26,36,6.388888889,3.416091641,21.82502993,Unknown,63,0,1,1,1,2,7,130,130,125,124,118,125,124,118,0,13,0,0,0,0,10,0,0,0,0,0,0.722222222,0,0,0,0,18,0,0,0,0,0,367,65,65,149.76,65,65,65,65,260,0,0,1,18,0,0,10,0,0,0,0,18,0,0,0,0,0,13,0,0,0,0.722222222,0,0,18,0.722222222,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\F14a_REFERsy_2018-11-22@1545551707456_analysis\filteredTransactionEvaluation.csv
1,F14a_sharethetraining_com,Mobile,1,0,61,26,8.116,8.116,6,Website,2055.04,3150.960666,191,0,0,59,154,32,143,99,31,32,32,0,0,0,0,31,0,0,0,31,8,0.96875,3.09375,0.96875,0,0,0,3.09375,4.5,0,3,0,23,3,53,0,26,38,53,7.245283019,5.554806168,40.2461428,Unknown,571,0,1,1,1,3,9,170,170,150,151,159,150,151,159,0,99,0,31,31,0,13,4.5,0.96875,0,0,0,3.09375,0,0,0,0,32,0.140625,0,0,0,0,560,99,99,229.3,99,99,99,99,396,0,0,9,32,0,0,13,0,0,0,0,32,0,0,0,31,31,99,0,0.96875,0.96875,3.09375,0,0,32,3.09375,0,0,0,0,0.96875,31,0,0,0,0,..\..\577 Projects\12-22\F14a_sharethetraining_com_2018-11-22@1545551707457_analysis\filteredTransactionEvaluation.csv
1,F14a_snapp_voice_communication_system,Mobile,1,0,55,16,2.218,2.218,6,Information System,1734,2938,131,0,0,18,64,18,91,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,18,0,6,37,18,11.38888889,4.095065562,46.63824668,Unknown,103,0,1,1,2,2,4,90,90,105,101,85,105,101,85,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,424,66,66,152.52,66,66,66,66,264,0,0,10,18,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\F14a_snapp_voice_communication_system_2018-11-22@1545551707457_analysis\filteredTransactionEvaluation.csv
1,F14a_soccer_data_web_crawler,Web,0,0,45,16,2.258,2.258,4,Tool,321.12,235.1289748,103,0,0,0,104,12,82,1,0,12,12,0,0,0,0,0,0,0,0,0,1,0,0.083333333,0,0,0,0,0.083333333,0,0,4,0,0,4,23,0,4,22,23,8.391304348,10.76043602,90.29409357,Unknown,268.5,0,1,1,1,0,7,110,110,115,137,120,115,137,120,0,1,0,0,0,0,8,0,0,0,0,0,0.083333333,0,0,0,0,12,0,0,0,0,0,293,45,45,103.92,45,45,45,45,180,0,0,9,12,0,0,8,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0.083333333,0,0,12,0.083333333,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\F14a_soccer_data_web_crawler_2018-11-22@1545551707457_analysis\filteredTransactionEvaluation.csv
1,F14a_tipsure_com,Mobile,1,0,80,16,0.73,0.73,5,Website,2076.32,161.7772311,185,0,0,19,222,17,144,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,43,0,4,37,43,9.279069767,12.6491189,117.3720568,Unknown,266,0,1,1,1,0,7,110,110,125,155,143,125,155,143,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,466,84,84,192.06,84,84,84,84,336,0,0,14,17,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\F14a_tipsure_com_2018-11-22@1545551707457_analysis\filteredTransactionEvaluation.csv
1,F14a_women_at_work_website_redesign,Mobile,1,0,39,16,3.2,3.2,8,Website,430.16,304.5192094,102,0,0,20,106,18,78,27,0,18,18,0,0,0,0,0,0,0,0,0,6,0,1.5,0,0,0,0,1.5,0,0,4,0,0,4,30,0,4,9,30,5,5.736204868,28.68102434,Unknown,140.5,0,1,1,4,1,3,75,75,120,126,124,120,126,124,0,27,0,0,0,0,8,0,0,0,0,0,1.5,0,0,0,0,18,0,0,0,0,0,392,61,61,140.54,61,61,61,61,244,0,0,3,18,0,0,8,0,0,0,0,18,0,0,0,0,0,27,0,0,0,1.5,0,0,18,1.5,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\F14a_women_at_work_website_redesign_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
1,F15a_combat_conflict,Mobile,1,0,35,14,7.593,7.593,8,Mobile App,1626.4,3452.692154,76,0,0,43,28,14,57,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,9,25,10,12.2,3.778998779,46.1037851,Unknown,181,0,1,1,4,0,3,65,65,90,86,73,90,86,73,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,229,35,35,81.26,35,35,35,35,140,0,0,3,14,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\F15a_combat_conflict_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
1,f15a_CombatConflict,Mobile,1,0,37,18,8.31,8.31,9,Mobile App,1626.4,3452.692154,121,0,0,37,96,20,86,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,8,26,11,12.90909091,4.066981503,52.50103395,Unknown,169,0,1,1,2,5,2,90,90,115,112,100,115,112,100,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,301,36,36,85.58,36,36,36,36,144,0,0,0,20,0,0,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\f15a_CombatConflict_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,F15a_construction_meeting_minutes_application,Mobile,1,0,143,36,1.386,1.386,7,Mobile App,1444,1395.77636,250,0,0,22,226,19,191,5,0,19,19,0,0,0,0,0,0,0,0,0,4,0,0.263157895,0,0,0,0,0.263157895,0,0,10,0,4,10,53,0,14,90,53,12.33962264,5.884942685,72.617972,Unknown,482.5,0,1,1,1,4,13,240,240,245,258,239,245,258,239,0,5,0,0,0,0,18,0,0,0,0,0,0.263157895,0,0,0,0,19,0,0,0,0,0,677,143,143,323.96,143,143,143,143,572,0,0,5,19,0,0,18,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0.263157895,0,0,19,0.263157895,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\F15a_construction_meeting_minutes_application_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
1,f15a_ConstructionMeeting_MinutesApp,Mobile,1,0,76,40,1.386,1.386,7,Mobile App,1444,1395.77636,217,0,0,66,178,30,158,8,39,30,30,0,0,0,0,39,0,0,0,39,1,1.3,0.266666667,1.3,0,0,0,0.266666667,2.4,0,0,0,32,0,36,0,32,40,36,8.75,2.716560876,23.76990767,Unknown,62,0,1,1,10,8,2,160,160,295,277,261,295,277,261,0,8,0,39,39,0,20,2.4,1.3,0,0,0,0.266666667,0,0,0,0,30,0.08,0,0,0,0,530,75,75,175.8,75,75,75,75,300,0,0,3,30,0,0,20,0,0,0,0,30,0,0,0,39,39,8,0,1.3,1.3,0.266666667,0,0,30,0.266666667,0,0,0,0,1.3,39,0,0,0,0,..\..\577 Projects\12-22\f15a_ConstructionMeeting_MinutesApp_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,f15a_Lingggo,Web,0,0,30,16,3.81,3.81,5,Mobile App,1291,2918,71,0,0,18,70,26,54,41,34,26,26,0,0,0,0,37,0,1,0,34,0,1.307692308,1.576923077,1.423076923,0,0.038461538,0,1.576923077,3.3,0,0,0,13,0,14,0,13,16,14,12.07142857,3.885413721,46.9024942,Unknown,172,0,1,1,5,2,1,60,60,85,85,90,85,85,90,0,41,1,34,34,0,8,3.3,1.307692308,0,0,0,1.576923077,0,0,0,0,26,0.126923077,0,0,0,0,344,29,29,71.72,29,29,29,29,116,0,0,0,26,0,0,8,0,0,0,0,26,0,0,1,34,37,41,0,1.307692308,1.423076923,1.576923077,0,0,26,1.576923077,0,0,0,0,1.423076923,34,0,0,0,0,..\..\577 Projects\12-22\f15a_Lingggo_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,F15a_linggo,Web,0,0,37,12,2.93,2.93,3,Mobile App,2983,1828,114,4,0,50,42,14,88,28,20,14,14,0,0,0,0,51,0,0,0,20,1,1.428571429,2,3.642857143,0,0,0,2,1.8,0,0,0,13,0,16,0,13,21,16,9.625,7.994961665,76.95150603,Unknown,172,0,1,1,2,1,3,65,65,100,113,107,100,113,107,0,28,0,20,20,0,6,1.8,1.428571429,0,0,0,2,0,0,0,0,14,0.128571429,0,0,0,0,255,37,37,86.78,37,37,37,37,148,0,0,5,14,0,0,6,1,0.166666667,0.166666667,0,14,0,0,0,20,51,28,0,1.428571429,3.642857143,2,0,0,14,2,0,0,0,0,3.642857143,20,0,0,0,0,..\..\577 Projects\12-22\F15a_linggo_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
1,f15a_NICE,Mobile,1,0,87,36,3.42,3.42,5,Website,3321,832,219,0,0,35,206,16,161,0,0,16,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,54,0,0,33,54,7.259259259,3.464703856,25.15118355,Unknown,163,0,1,1,7,5,6,175,175,270,257,243,270,257,243,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,421,87,87,198.52,87,87,87,87,348,0,0,2,16,0,0,18,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\f15a_NICE_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,F15a_nice_ecommerse,Mobile,1,0,127,48,5.129,5.129,9,Website,1231.2,629.2375418,263,0,0,81,124,24,198,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,5,40,0,21,87,40,13.2,5.098947379,67.3061054,Unknown,617,0,1,1,9,7,8,235,235,315,314,278,315,314,278,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,637,127,127,289.16,127,127,127,127,508,0,0,5,24,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,..\..\577 Projects\12-22\F15a_nice_ecommerse_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
