id,element,useCase,type,component
1,Transport coordiner:Transport coordinate page,Update Victim Transportation,entity,Transport Coordinator
2,Transport coordiner:invalid input error message,Update Victim Transportation,control,ValidatesInput
3,Transport coordiner:"update" button,Update Victim Transportation,control,ValidatesInput
4,Transport coordiner:"update" button,Update Victim Transportation,control,ValidatesInput
5,Transport coordiner:update victim tracking form page,Update Victim Transportation,control,Victim
6,Transport coordiner:update victim tracking form page,Update Victim Transportation,control,Victim
7,"update" button:Redirects to the update victim tracking form page,Update Victim Transportation,boundary,Redirectstorespirationperfusionmetalstatuspage
8,Redirects to the transport coordinator page:Transport coordinate page,Update Victim Transportation,entity,Transport Coordinator
9,update victim tracking record:Redirects to the transport coordinator page,Update Victim Transportation,entity,Transport Coordinator
10,Redirects to the update victim tracking form page:update victim tracking form page,Update Victim Transportation,control,Victim
11,validate input:Transport coordinate page,Update Victim Transportation,entity,Transport Coordinator
12,validate input:invalid input error message,Update Victim Transportation,control,ValidatesInput
13,update victim tracking record:tracking record database,Update Victim Transportation,entity,Transport Coordinator
14,update victim tracking form page:validate input,Update Victim Transportation,control,ValidatesInput
15,validate input:update victim tracking record,Update Victim Transportation,control,Victim
16,stl#Transport coordiner:Transport coordinate page,Update Victim Transportation,Stimulus,undefined
17,stl#Transport coordiner:invalid input error message,Update Victim Transportation,Stimulus,undefined
18,stl#Transport coordiner:"update" button,Update Victim Transportation,Stimulus,undefined
19,stl#Transport coordiner:"update" button,Update Victim Transportation,Stimulus,undefined
20,stl#Transport coordiner:update victim tracking form page,Update Victim Transportation,Stimulus,undefined
21,stl#Transport coordiner:update victim tracking form page,Update Victim Transportation,Stimulus,undefined
