id,element,useCase,type,component
1,search for best match:Google Places API,Add location,control,GooglePlacesAPI
2,Valet:address input dialog,Add location,boundary,redirecttoaddresssinputpage
3,Valet:Add location button,Add location,boundary,Location
4,Valet:Invalid input address,Add location,boundary,redirecttoaddresssinputpage
5,Valet:matched results for locations,Add location,boundary,Location
6,Valet:Error message when connecting,Add location,control,systemerrorwhenconnectingserver
7,Add location button:displays a prompt for inputing address,Add location,boundary,redirecttoaddresssinputpage
8,search for best match:Error message when connecting,Add location,control,systemerrorwhenconnectingserver
9,Invalid input address:redirect to addresss input page,Add location,boundary,redirecttoaddresssinputpage
10,validate the address form:Invalid input address,Add location,boundary,redirecttoaddresssinputpage
11,address input dialog:validate the address form,Add location,entity,Valet Request
12,displays a prompt for inputing address:address input dialog,Add location,boundary,redirecttoaddresssinputpage
13,redirect to addresss input page:address input dialog,Add location,boundary,redirecttoaddresssinputpage
14,search for best match:matched results for locations,Add location,boundary,Location
15,validate the address form:search for best match,Add location,boundary,searchforbestmatch
16,stl#Valet:address input dialog,Add location,Stimulus,undefined
17,stl#Valet:Add location button,Add location,Stimulus,undefined
18,stl#Valet:Invalid input address,Add location,Stimulus,undefined
19,stl#Valet:matched results for locations,Add location,Stimulus,undefined
20,stl#Valet:Error message when connecting,Add location,Stimulus,undefined
