id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:Picture Display,EQ,0,1,0,1,0,control
2,User:Hashtag input box-->Hashtag input box:Search-->Search:picture-->picture:shows the search result-->shows the search result:Search Result-->Search Result:shows the  pictures clicked-->shows the  pictures clicked:Picture Display,EI,2,7,1,6,0,boundary->control->control->control->control->control->control
3,User:Search Result-->Search Result:shows the  pictures clicked-->shows the  pictures clicked:Picture Display,EQ,0,3,0,3,0,control->control->control
4,User:Hashtag icon-->Hashtag icon:Show hashtag text input-->Show hashtag text input:Hashtag input box-->Hashtag input box:Search-->Search:picture-->picture:shows the search result-->shows the search result:Search Result-->Search Result:shows the  pictures clicked-->shows the  pictures clicked:Picture Display,EI,2,9,3,6,0,boundary->boundary->boundary->control->control->control->control->control->control
5,User:Query Users List Button-->Query Users List Button:query user list-->query user list:user list filter box-->user list filter box:Filter users-->Filter users:Filtered List of Users,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
6,User:Query Users List Button-->Query Users List Button:query user list-->query user list:User,EQ,0,3,3,0,0,boundary->boundary->boundary
7,User:Filtered List of Users,EQ,0,1,1,0,0,boundary
8,User:user list filter box-->user list filter box:Filter users-->Filter users:Filtered List of Users,EQ,0,3,3,0,0,boundary->boundary->boundary
9,Admin:Click system setting button-->Click system setting button:Load system setting page-->Load system setting page:System Setting Page-->System Setting Page:Store System Settings-->Store System Settings:System Settings,EQ,1,5,0,5,0,control->control->control->control->control
10,Admin:System Setting Page-->System Setting Page:Store System Settings-->Store System Settings:System Settings,EQ,1,3,0,3,0,control->control->control
11,User:Warning information of duplicate,EQ,0,1,1,0,0,boundary
12,User:Private Event Name and Password Input-->Private Event Name and Password Input:Check the presence of the event-->Check the presence of the event:event-->event:Check the presence of the event-->Check the presence of the event:event,EQ,0,5,0,0,5,entity->entity->entity->entity->entity
13,User:Private Event Name and Password Input-->Private Event Name and Password Input:Check the presence of the event-->Check the presence of the event:event-->event:Check the presence of the event-->Check the presence of the event:Create the private event-->Create the private event:event-->event:Check the presence of the event,EQ,0,7,0,0,7,entity->entity->entity->entity->entity->entity->entity
14,User:Private Event Name and Password Input-->Private Event Name and Password Input:Check the presence of the event-->Check the presence of the event:event-->event:Check the presence of the event-->Check the presence of the event:Warning information of duplicate,EO,0,5,1,0,4,entity->entity->entity->entity->boundary
