id,element,useCase,type,component
1,User:Click Continue button,Take scenario team quiz,boundary,Application Server Component
2,User:reads scenario memo,Take scenario team quiz,control,readsquestion
3,User:clicks next,Take scenario team quiz,control,clicksnext
4,User:reads question,Take scenario team quiz,control,readsquestion
5,User:clicks on radio buttons of answers,Take scenario team quiz,control,clicksnext
6,User:clicks continue button,Take scenario team quiz,control,clicksnext
7,User:Click Select another scenario button,Take scenario team quiz,boundary,Application Server Component
8,User:give their responses,Take scenario team quiz,boundary,Web server component
9,User:read task,Take scenario team quiz,control,readsquestion
10,Answers from page stored as cookie:loads response statistics page,Take scenario team quiz,control,readsquestion
11,clicks next:Answers from page stored as cookie,Take scenario team quiz,control,webpage update compenonet
12,reads question:Answers from page stored as cookie,Take scenario team quiz,control,webpage update compenonet
13,reads scenario memo:Answers from page stored as cookie,Take scenario team quiz,control,webpage update compenonet
14,clicks continue button:Answers from page stored as cookie,Take scenario team quiz,control,webpage update compenonet
15,clicks on radio buttons of answers:Answers from page stored as cookie,Take scenario team quiz,control,webpage update compenonet
16,Answers submitted to system:Scenario list loaded,Take scenario team quiz,control,readsquestion
17,read task:Answers submitted to system,Take scenario team quiz,control,System Boundary
18,give their responses:Answers submitted to system,Take scenario team quiz,control,System Boundary
19,loads Communication Technique:Answers submitted to system,Take scenario team quiz,control,System Boundary
20,Click Select another scenario button:Answers submitted to system,Take scenario team quiz,control,System Boundary
21,Click Continue button:loads response statistics page,Take scenario team quiz,control,readsquestion
22,loads response statistics page:loads Communication Technique,Take scenario team quiz,control,Techinique Summary Generator component
23,stl#User:Click Continue button,Take scenario team quiz,Stimulus,undefined
24,stl#User:reads scenario memo,Take scenario team quiz,Stimulus,undefined
25,stl#User:clicks next,Take scenario team quiz,Stimulus,undefined
26,stl#User:reads question,Take scenario team quiz,Stimulus,undefined
27,stl#User:clicks on radio buttons of answers,Take scenario team quiz,Stimulus,undefined
28,stl#User:clicks continue button,Take scenario team quiz,Stimulus,undefined
29,stl#User:Click Select another scenario button,Take scenario team quiz,Stimulus,undefined
30,stl#User:give their responses,Take scenario team quiz,Stimulus,undefined
31,stl#User:read task,Take scenario team quiz,Stimulus,undefined
32,User:Click on Empty/Drop tables button	,clear submit answers,control,Displayslistoftablesalongwithemptydropbuttonsnexttothem
33,User:Homepage,clear submit answers,boundary,webpage
34,User:selects empty for userResponses table,clear submit answers,control,Displayslistoftablesalongwithemptydropbuttonsnexttothem
35,User:Click on Database button on sidebar,clear submit answers,boundary,Application Server Component
36,Click on Database button on sidebar:Shows database information,clear submit answers,boundary,Application Server Component
37,Click on Empty/Drop tables button	:Shows database information,clear submit answers,boundary,Application Server Component
38,Displays list of tables along with empty/drop buttons next to them:Responses deleted from table,clear submit answers,boundary,User interface component
39,selects empty for userResponses table:Displays list of tables along with empty/drop buttons next to them,clear submit answers,control,Displayslistoftablesalongwithemptydropbuttonsnexttothem
40,Shows database information:Displays list of tables along with empty/drop buttons next to them,clear submit answers,control,Displayslistoftablesalongwithemptydropbuttonsnexttothem
41,Responses deleted from table:Homepage,clear submit answers,boundary,webpage
42,stl#User:Click on Empty/Drop tables button	,clear submit answers,Stimulus,undefined
43,stl#User:Homepage,clear submit answers,Stimulus,undefined
44,stl#User:selects empty for userResponses table,clear submit answers,Stimulus,undefined
45,stl#User:Click on Database button on sidebar,clear submit answers,Stimulus,undefined
46,User:Modifies the text that displays on that page,edit page on website,control,Displayslistoftablesalongwithemptydropbuttonsnexttothem
47,User:selects page to edit,edit page on website,boundary,webpage
48,User:Clicks update button,edit page on website,control,clicksnext
49,User:Homepage,edit page on website,boundary,webpage
50,Clicks update button:Displays error message indicating why the update failed,edit page on website,control,Displayslistoftablesalongwithemptydropbuttonsnexttothem
51,Displays error message indicating why the update failed:Homepage,edit page on website,boundary,webpage
52,Displays message saying page has been updated:Displays error message indicating why the update failed,edit page on website,control,Displayslistoftablesalongwithemptydropbuttonsnexttothem
53,Modifies the text that displays on that page:Displays message saying page has been updated,edit page on website,control,webpage update compenonet
54,selects page to edit:Displays message saying page has been updated,edit page on website,control,webpage update compenonet
55,stl#User:Modifies the text that displays on that page,edit page on website,Stimulus,undefined
56,stl#User:selects page to edit,edit page on website,Stimulus,undefined
57,stl#User:Clicks update button,edit page on website,Stimulus,undefined
58,stl#User:Homepage,edit page on website,Stimulus,undefined
59,User:Homepage,login,boundary,webpage
60,User:Click Continue button,login,boundary,Application Server Component
61,User:User does not select any radio button,login,boundary,$help://usecasediagram.htm
62,User:Click on login in page,login,control,clicksnext
63,Click Continue button:imput usename and password ,login,control,User computer
64,Click on login in page:imput usename and password ,login,control,User computer
65,show confirmation:Homepage,login,boundary,webpage
66,User does not select any radio button:validate usename and password,login,control,webpage update compenonet
67,imput usename and password :validate usename and password,login,control,webpage update compenonet
68,validate usename and password:show confirmation,login,boundary,Application Server Component
69,stl#User:Homepage,login,Stimulus,undefined
70,stl#User:Click Continue button,login,Stimulus,undefined
71,stl#User:User does not select any radio button,login,Stimulus,undefined
72,stl#User:Click on login in page,login,Stimulus,undefined
73,User:Click logout button	,logout,control,clicksnext
74,User:Homepage,logout,boundary,webpage
75,User:User does not select any radio button,logout,boundary,$help://usecasediagram.htm
76,User:Click Continue button,logout,boundary,Application Server Component
77,Returns staff member to combat conflict front page:Browser alerts user that they have not selected any option,logout,control,Browser
