id,element,useCase,type,component
1,User:Modify User Info,Modify user information,entity,User Details
2,User:Invalid input user information,Modify user information,control,Team Information
3,User:User info page,Modify user information,boundary,Paper Forms
4,User:Save user info success message,Modify user information,boundary,Dataexportsuccessmessage
5,Save modified user info:Invalid input user information,Modify user information,control,Team Information
6,Modify User Info:query user info,Modify user information,entity,User Details
7,Save modified user info:User info,Modify user information,entity,User Details
8,Save modified user info:Save user info success message,Modify user information,boundary,Dataexportsuccessmessage
9,User info page:Save modified user info,Modify user information,entity,User Details
10,query user info:User info,Modify user information,entity,User Details
11,query user info:User info page,Modify user information,boundary,Paper Forms
12,stl#User:Modify User Info,Modify user information,Stimulus,undefined
13,stl#User:Invalid input user information,Modify user information,Stimulus,undefined
14,stl#User:User info page,Modify user information,Stimulus,undefined
15,stl#User:Save user info success message,Modify user information,Stimulus,undefined
