id,element,useCase,type,component
1,User :Homepage,filter contacts,boundary,Homepage
2,User :click "filter" button,filter contacts,boundary,Clicksubmit
3,User :input filter conditions,filter contacts,control,Contacts information profile
4,Check manager��s authority:Manager��s authority approved,filter contacts,control,Donation information Profile
5,input filter conditions:Check manager��s authority,filter contacts,boundary,Homepage
6,click "filter" button:Check manager��s authority,filter contacts,boundary,Homepage
7,Display contacts which meet filter conditions:Homepage,filter contacts,boundary,Homepage
8,Display contacts which meet filter conditions:contact  db,filter contacts,boundary,Contacts list file
9,Manager��s authority approved:Display contacts which meet filter conditions,filter contacts,boundary,Contacts list file
10,stl#User :Homepage,filter contacts,Stimulus,undefined
11,stl#User :click "filter" button,filter contacts,Stimulus,undefined
12,stl#User :input filter conditions,filter contacts,Stimulus,undefined
