id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#thirdparty call agency:call finishs and display call details->thirdparty call agency:call finishs and display call details->call finishs and display call details:call details,Call customers,TRAN_NA,3,0,6,18
2,stl#User Agent:login page->User Agent:login page->login page:check login information->check login information:show leads list->show leads list:query leads list->query leads list:leads list->leads list:query lead information->query lead information:lead detail->lead detail:pop softphone screen->pop softphone screen:softphone screen->softphone screen:make a phone call->make a phone call:softphone screen->softphone screen:make a phone call,Call customers,TRAN_NA,13,0,6.25,81.25
3,stl#User Agent:login page->User Agent:login page->login page:check login information->check login information:show leads list->show leads list:query leads list->query leads list:leads list->leads list:query lead information->query lead information:lead,Call customers,CTRL,8,0,6.857142857142857,54.857142857142854
4,stl#User Agent:login page->User Agent:login page->login page:check login information->check login information:show leads list->show leads list:query leads list->query leads list:lead,Call customers,CTRL,6,0,7,42
5,stl#User Agent:login page->User Agent:login page->login page:check login information->check login information:login info,Call customers,CTRL,4,0,2.3333333333333335,9.333333333333334
6,stl#User Agent:show leads list->User Agent:show leads list->show leads list:query leads list->query leads list:leads list->leads list:query lead information->query lead information:lead detail->lead detail:pop softphone screen->pop softphone screen:softphone screen->softphone screen:make a phone call->make a phone call:softphone screen->softphone screen:make a phone call,Call customers,TRAN_NA,11,0,7,77
7,stl#User Agent:show leads list->User Agent:show leads list->show leads list:query leads list->query leads list:leads list->leads list:query lead information->query lead information:lead,Call customers,CTRL,6,0,8.6,51.599999999999994
8,stl#User Agent:show leads list->User Agent:show leads list->show leads list:query leads list->query leads list:lead,Call customers,CTRL,4,0,10,40
9,stl#User Agent:leads list->User Agent:leads list->leads list:query lead information->query lead information:lead detail->lead detail:pop softphone screen->pop softphone screen:softphone screen->softphone screen:make a phone call->make a phone call:softphone screen->softphone screen:make a phone call,Call customers,TRAN_NA,9,0,6.25,56.25
10,stl#User Agent:leads list->User Agent:leads list->leads list:query lead information->query lead information:lead,Call customers,CTRL,4,0,7.666666666666667,30.666666666666668
11,stl#User Agent:call details->User Agent:call details,Call customers,CTRL,2,0,6,12
12,stl#User Agent:call details->User Agent:call details,Call customers,EXTCLL,2,0,6,12
13,stl#User Agent:call details->User Agent:call details,Call customers,INT,2,0,6,12
14,stl#User Agent:lead detail->User Agent:lead detail->lead detail:pop softphone screen->pop softphone screen:softphone screen->softphone screen:make a phone call->make a phone call:softphone screen->softphone screen:make a phone call,Call customers,TRAN_NA,7,0,6.166666666666667,43.16666666666667
15,stl#User Agent:softphone screen->User Agent:softphone screen->softphone screen:make a phone call->make a phone call:softphone screen->softphone screen:make a phone call,Call customers,TRAN_NA,5,0,5.5,27.5
1,stl#Manager:softphone screen->Manager:softphone screen,Monitor Agents,CTRL,2,0,2,4
2,stl#Manager:view agent activites button->Manager:view agent activites button->view agent activites button:query agent->query agent:list of agents with status->list of agents with status:connect to Twilio API for agent's call->connect to Twilio API for agent's call:softphone screen,Monitor Agents,TRAN_NA,6,0,1.8,10.8
3,stl#Manager:view agent activites button->Manager:view agent activites button->view agent activites button:query agent->query agent:agent,Monitor Agents,TRAN_NA,4,0,1.6666666666666667,6.666666666666667
4,stl#Manager:list of agents with status->Manager:list of agents with status->list of agents with status:connect to Twilio API for agent's call->connect to Twilio API for agent's call:softphone screen,Monitor Agents,TRAN_NA,4,0,2,8
1,stl#Twilio API:redirect to void mail->Twilio API:redirect to void mail->redirect to void mail:voice mail panel->voice mail panel:connect to Twilio API for agent's call->connect to Twilio API for agent's call:softphone screen,Receeive Calls,TRAN_NA,5,0,5,25
2,stl#Twilio API:redirect to void mail->Twilio API:redirect to void mail->redirect to void mail:voice mail panel->voice mail panel:connect to Twilio API for agent's call->connect to Twilio API for agent's call:agent,Receeive Calls,TRAN_NA,5,0,4.25,21.25
3,stl#Twilio API:popup income call dialog->Twilio API:popup income call dialog->popup income call dialog:income call dialog,Receeive Calls,CTRL,3,0,7,21
