id,element,useCase,type,outboundDegree,inboundDegree
1,User:Show Rank,Algorithm,0,undefined,undefined
2,Algortihm to scale:Update Rank,Algorithm,0,undefined,undefined
3,Algortihm to scale:Show Rank,Algorithm,0,undefined,undefined
4,Score:Algortihm to scale,Algorithm,0,undefined,undefined
5,stl#User:Show Rank,Algorithm,0,undefined,undefined
6,User:Display score at end of battle,Calculate score ,0,undefined,undefined
7,Calculate Score:Update Database,Calculate score ,0,undefined,undefined
8,Count the number of enemies killed:Calculate Score,Calculate score ,0,undefined,undefined
9,Display score at end of battle:Calculate Score,Calculate score ,0,undefined,undefined
10,Update Database:User Account,Calculate score ,0,undefined,undefined
11,stl#User:Display score at end of battle,Calculate score ,0,undefined,undefined
12,User:Single weapon,Change Weapon,0,undefined,undefined
13,User:Weapons Bar,Change Weapon,0,undefined,undefined
14,Check if weapon availble:Display weapons,Change Weapon,0,undefined,undefined
15,Check if weapon availble:User Account,Change Weapon,0,undefined,undefined
16,Single weapon:Choose a main weapon,Change Weapon,0,undefined,undefined
17,Display weapons:Choose a main weapon,Change Weapon,0,undefined,undefined
18,Weapons Bar:Display weapons,Change Weapon,0,undefined,undefined
19,stl#User:Single weapon,Change Weapon,0,undefined,undefined
20,stl#User:Weapons Bar,Change Weapon,0,undefined,undefined
21,User:Avatar's Page,Choose Avatar,0,undefined,undefined
22,Avatar's Page:Select Avatar,Choose Avatar,0,undefined,undefined
23,Select Avatar:Avatars,Choose Avatar,0,undefined,undefined
24,Select Avatar:Render Avatar,Choose Avatar,0,undefined,undefined
25,stl#User:Avatar's Page,Choose Avatar,0,undefined,undefined
26,weapon available?:Weapon inventory,Choose Weapon,0,undefined,undefined
27,Weapons Bar:display weapons bar,Choose Weapon,0,undefined,undefined
28,display weapon icon:Weapons Bar,Choose Weapon,0,undefined,undefined
29,display greyed out weapon icon:Weapons Bar,Choose Weapon,0,undefined,undefined
30,weapon available?:display greyed out weapon icon,Choose Weapon,0,undefined,undefined
31,weapon available?:display weapon icon,Choose Weapon,0,undefined,undefined
32,display weapons bar:weapon available?,Choose Weapon,0,undefined,undefined
33,user:Account Creation Page,Create Account,0,undefined,undefined
34,Account Creation Page:Specify Credentials,Create Account,0,undefined,undefined
35,display error message:Account Creation Page,Create Account,0,undefined,undefined
36,Specify Credentials:Create Account,Create Account,0,undefined,undefined
37,Specify Credentials:check password format,Create Account,0,undefined,undefined
38,Specify Credentials:check if passwords match,Create Account,0,undefined,undefined
39,Specify Credentials:check if account name is unique,Create Account,0,undefined,undefined
40,check if account name is unique:display error message,Create Account,0,undefined,undefined
41,stl#user:Account Creation Page,Create Account,0,undefined,undefined
42,User:AR mode,Determine AR/ VR mode,0,undefined,undefined
43,User:Not in Hawaii Mode,Determine AR/ VR mode,0,undefined,undefined
44,Check If In hawaii:AR mode,Determine AR/ VR mode,0,undefined,undefined
45,Check If In hawaii:Location,Determine AR/ VR mode,0,undefined,undefined
46,Check If In hawaii:Not in Hawaii Mode,Determine AR/ VR mode,0,undefined,undefined
47,Check If In hawaii:Render Mode,Determine AR/ VR mode,0,undefined,undefined
48,stl#User:AR mode,Determine AR/ VR mode,0,undefined,undefined
49,stl#User:Not in Hawaii Mode,Determine AR/ VR mode,0,undefined,undefined
50,User:Battle Scene,Fight Battle,0,undefined,undefined
51,User:Minimap,Fight Battle,0,undefined,undefined
52,Calculate Score:Achievements,Fight Battle,0,undefined,undefined
