id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff
1,stl#User:Show Rank->User:Show Rank,Algorithm,CTRL,2,1,3,1,6
2,stl#User:Display score at end of battle->User:Display score at end of battle->Display score at end of battle:Calculate Score->Calculate Score:Update Database->Update Database:User Account,Calculate score ,TRAN_NA,5,4,2.3333333333333335,3,11.666666666666668
3,stl#User:Weapons Bar->User:Weapons Bar->Weapons Bar:Display weapons->Display weapons:Choose a main weapon,Change Weapon,TRAN_NA,4,3,18,1,72
4,stl#User:Single weapon->User:Single weapon->Single weapon:Choose a main weapon,Change Weapon,TRAN_NA,3,2,12,1,36
5,stl#User:Avatar's Page->User:Avatar's Page->Avatar's Page:Select Avatar->Select Avatar:Render Avatar,Choose Avatar,TRAN_NA,4,3,12,1,48
6,stl#User:Avatar's Page->User:Avatar's Page->Avatar's Page:Select Avatar->Select Avatar:Avatars,Choose Avatar,TRAN_NA,4,3,12,1,48
7,stl#user:Account Creation Page->user:Account Creation Page->Account Creation Page:Specify Credentials->Specify Credentials:check if account name is unique->check if account name is unique:display error message->display error message:Account Creation Page->Account Creation Page:Specify Credentials,Create Account,TRAN_NA,7,6,2.75,4,19.25
8,stl#user:Account Creation Page->user:Account Creation Page->Account Creation Page:Specify Credentials->Specify Credentials:check if passwords match,Create Account,TRAN_NA,4,3,2,3,8
9,stl#user:Account Creation Page->user:Account Creation Page->Account Creation Page:Specify Credentials->Specify Credentials:check password format,Create Account,TRAN_NA,4,3,2,3,8
10,stl#user:Account Creation Page->user:Account Creation Page->Account Creation Page:Specify Credentials->Specify Credentials:Create Account,Create Account,TRAN_NA,4,3,2,3,8
11,stl#User:Not in Hawaii Mode->User:Not in Hawaii Mode,Determine AR/ VR mode,CTRL;EXTCLL;INT,2,1,2,1,4
12,stl#User:AR mode->User:AR mode,Determine AR/ VR mode,CTRL;EXTCLL;INT,2,1,2,1,4
13,stl#User:Minimap->User:Minimap->Minimap:Update Minimap,Fight Battle,TRAN_NA,3,2,2,2,6
14,stl#User:Battle Scene->User:Battle Scene->Battle Scene:Check if weapon hit the army->Check if weapon hit the army:Move Army Closer->Move Army Closer:Battle,Fight Battle,TRAN_NA,5,4,3,3,15
15,stl#User:Battle Scene->User:Battle Scene->Battle Scene:Check if weapon hit the army->Check if weapon hit the army:Update Minimap,Fight Battle,TRAN_NA,4,3,2.3333333333333335,3,9.333333333333334
16,stl#User:Battle Scene->User:Battle Scene->Battle Scene:Check if weapon hit the army->Check if weapon hit the army:Destroy armyMan->Destroy armyMan:Calculate Score->Calculate Score:Achievements,Fight Battle,TRAN_NA,6,5,2.5,4,15
17,stl#User:ScoreCards->User:ScoreCards->ScoreCards:Retrieve Score->Retrieve Score:USer Master,Get Score,TRAN_NA,4,3,3.5,2,14
18,stl#User:ScoreCards->User:ScoreCards->ScoreCards:Retrieve Score->Retrieve Score:Battle,Get Score,TRAN_NA,4,3,9,1,36
19,stl#User:Battle Scene->User:Battle Scene->Battle Scene:Increase Closing-in speed->Increase Closing-in speed:Increase Opponenent Weapons,Increase Difficulty accordingly,TRAN_NA,4,3,2.3333333333333335,3,9.333333333333334
20,stl#User:Battle Scene->User:Battle Scene->Battle Scene:Increase Number of Army->Increase Number of Army:User Master,Increase Difficulty accordingly,TRAN_NA,4,3,1.6666666666666667,3,6.666666666666667
21,stl#User:Battle Scene->User:Battle Scene->Battle Scene:Increase Number of Army->Increase Number of Army:Increase Closing-in speed->Increase Closing-in speed:Increase Opponenent Weapons,Increase Difficulty accordingly,TRAN_NA,5,4,2.25,4,11.25
22,stl#User:Battle Scene->User:Battle Scene->Battle Scene:Increase Number of Army->Increase Number of Army:Battle,Increase Difficulty accordingly,TRAN_NA,4,3,3,2,12
23,stl#User:Battle Scene->User:Battle Scene->Battle Scene:Increase Number of Army->Increase Number of Army:Achievements,Increase Difficulty accordingly,TRAN_NA,4,3,3,2,12
24,stl#User:Battle Scene->User:Battle Scene->Battle Scene:Increase Opponenent Weapons,Increase Difficulty accordingly,TRAN_NA,3,2,2.5,2,7.5
25,stl#User:Army Men->User:Army Men->Army Men:Increase Speed->Increase Speed:Algorithm->Algorithm:Get Number of tikimen killed in that round,Increase difficulty ,TRAN_NA,5,4,2.25,4,11.25
26,stl#User:Army Men->User:Army Men->Army Men:Increase Speed->Increase Speed:Algorithm->Algorithm:Get level->Get level:User Account,Increase difficulty ,TRAN_NA,6,5,1.4,5,8.399999999999999
