id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#Supervisor:authentification failure message->Supervisor:authentification failure message,On time login to MedFRS Device App,2,1,0,0,0
2,stl#Supervisor:volunteer homepage->Supervisor:volunteer homepage,On time login to MedFRS Device App,2,0,1,0,0
3,stl#Supervisor:Individual details page->Supervisor:Individual details page->Individual details page:authenticate the OTP->authenticate the OTP:Update Individual Form Page->Update Individual Form Page:Redirect to delete page->Redirect to delete page:Delete Page,On time login to MedFRS Device App,6,5,0,0,0
4,stl#Supervisor:Individual details page->Supervisor:Individual details page->Individual details page:authenticate the OTP->authenticate the OTP:Update Individual Form Page->Update Individual Form Page:send ot device->send ot device:receive and storate device id at local storage->receive and storate device id at local storage:Management Individuals Page,On time login to MedFRS Device App,7,5,1,0,0
5,stl#Supervisor:Individual details page->Supervisor:Individual details page->Individual details page:authenticate the OTP->authenticate the OTP:Update Individual Form Page->Update Individual Form Page:send ot device->send ot device:receive and storate device id at local storage->receive and storate device id at local storage:local storage,On time login to MedFRS Device App,7,5,1,0,0
6,stl#Supervisor:Individual details page->Supervisor:Individual details page->Individual details page:authenticate the OTP->authenticate the OTP:Update Individual Form Page->Update Individual Form Page:send ot device->send ot device:receive and storate device id at local storage->receive and storate device id at local storage:volunteer homepage,On time login to MedFRS Device App,7,4,2,0,0
7,stl#Supervisor:Individual details page->Supervisor:Individual details page->Individual details page:authenticate the OTP->authenticate the OTP:generates unique device id->generates unique device id:authentification failure message,On time login to MedFRS Device App,5,3,1,0,0
8,stl#Supervisor:Individual details page->Supervisor:Individual details page->Individual details page:authenticate the OTP->authenticate the OTP:generates unique device id->generates unique device id:send ot device->send ot device:receive and storate device id at local storage->receive and storate device id at local storage:Management Individuals Page,On time login to MedFRS Device App,7,4,2,0,0
9,stl#Supervisor:Individual details page->Supervisor:Individual details page->Individual details page:authenticate the OTP->authenticate the OTP:generates unique device id->generates unique device id:send ot device->send ot device:receive and storate device id at local storage->receive and storate device id at local storage:local storage,On time login to MedFRS Device App,7,4,2,0,0
10,stl#Supervisor:Individual details page->Supervisor:Individual details page->Individual details page:authenticate the OTP->authenticate the OTP:generates unique device id->generates unique device id:send ot device->send ot device:receive and storate device id at local storage->receive and storate device id at local storage:volunteer homepage,On time login to MedFRS Device App,7,3,3,0,0
11,stl#Supervisor:OTP page->Supervisor:OTP page->OTP page:check local storage->check local storage:check OTP entered is non-empty->check OTP entered is non-empty:Individual details page->Individual details page:authenticate the OTP->authenticate the OTP:Update Individual Form Page->Update Individual Form Page:Redirect to delete page->Redirect to delete page:Delete Page,On time login to MedFRS Device App,9,7,1,0,0
12,stl#Supervisor:OTP page->Supervisor:OTP page->OTP page:check local storage->check local storage:check OTP entered is non-empty->check OTP entered is non-empty:Individual details page->Individual details page:authenticate the OTP->authenticate the OTP:Update Individual Form Page->Update Individual Form Page:send ot device->send ot device:receive and storate device id at local storage->receive and storate device id at local storage:Management Individuals Page,On time login to MedFRS Device App,10,7,2,0,0
13,stl#Supervisor:OTP page->Supervisor:OTP page->OTP page:check local storage->check local storage:check OTP entered is non-empty->check OTP entered is non-empty:Individual details page->Individual details page:authenticate the OTP->authenticate the OTP:Update Individual Form Page->Update Individual Form Page:send ot device->send ot device:receive and storate device id at local storage->receive and storate device id at local storage:local storage,On time login to MedFRS Device App,10,7,2,0,0
