id,element,useCase,type,component
1,User:Invalid input message,Search Provider,boundary,Searchcrieteriainputpage
2,User:Search crieteria input page,Search Provider,boundary,Searchcrieteriainputpage
3,User:non matched doctor,Search Provider,boundary,$help://actor.htm
4,update the recognized information into database.:Doctor,Search Provider,boundary,$help://actor.htm
5,retrieve matched doctors from db:Doctor,Search Provider,boundary,$help://actor.htm
6,Invalid input message:OCR read the medical information,Search Provider,boundary,Medical services pricing information
7,retrieve matched doctors from db:Invalid input message,Search Provider,boundary,Searchcrieteriainputpage
8,OCR read the medical information:non matched doctor,Search Provider,boundary,$help://actor.htm
9,OCR read the medical information:update the recognized information into database.,Search Provider,boundary,Rating and review information
10,Search crieteria input page:retrieve matched doctors from db,Search Provider,boundary,Rating and review information
11,retrieve matched doctors from db:non matched doctor,Search Provider,boundary,$help://actor.htm
12,stl#User:Invalid input message,Search Provider,Stimulus,undefined
13,stl#User:Search crieteria input page,Search Provider,Stimulus,undefined
14,stl#User:non matched doctor,Search Provider,Stimulus,undefined
