id,element,useCase,type,component
1,User:Invalid input user information,Monitor attendance,boundary,Useraddbutton
2,User:View girls/volunteers attendance button,Monitor attendance,boundary,Volunteers
3,User:Attendance information page,Monitor attendance,control,Typesofattendance
4,User:Attendance detail information,Monitor attendance,control,Typesofattendance
5,query attendance detail information:Attendance detail information,Monitor attendance,control,Typesofattendance
6,query attendance information:Attendance information,Monitor attendance,control,Typesofattendance
7,query attendance detail information:Attendance information,Monitor attendance,control,Typesofattendance
8,Attendance information page:query attendance detail information,Monitor attendance,control,Typesofattendance
9,query attendance information:Attendance information page,Monitor attendance,control,Typesofattendance
10,query attendance detail information:Invalid input user information,Monitor attendance,boundary,Useraddbutton
11,View girls/volunteers attendance button:query attendance information,Monitor attendance,control,Typesofattendance
12,stl#User:Invalid input user information,Monitor attendance,Stimulus,undefined
13,stl#User:View girls/volunteers attendance button,Monitor attendance,Stimulus,undefined
14,stl#User:Attendance information page,Monitor attendance,Stimulus,undefined
15,stl#User:Attendance detail information,Monitor attendance,Stimulus,undefined
