id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Attendance Detail,entity,0,1,Record attendance,Record attendance,
2,save attendance detail,control,2,1,Record attendance,Record attendance,
3,Duplicate attendance information,boundary,0,2,Record attendance,Record attendance,
4,validate input attendance info,control,2,1,Record attendance,Record attendance,
5,Invalid input attendance information,boundary,0,2,Record attendance,Record attendance,
6,Enter attendance detail page,boundary,1,2,Record attendance,Record attendance,
7,Login,entity,0,1,Record attendance,Record attendance,
8,validate login information,control,2,1,Record attendance,Record attendance,
9,Login page,boundary,1,1,Record attendance,Record attendance,
10,Volunteer coach,actor,4,0,Record attendance,Record attendance,
