id,element,useCase,type,component
1,user:the fields are not complete message,Update Surgical Slot Posting,entity,requiredfieldsmissingprompt
2,user:The update request failed message,Update Surgical Slot Posting,boundary,declinemessage
3,user:updated surgical slot info,Update Surgical Slot Posting,boundary,Slot
4,user:Update button and required fields,Update Surgical Slot Posting,entity,requiredfieldsmissingprompt
5,check fields for completeness:Surgical slot info,Update Surgical Slot Posting,boundary,Slot
6,check fields for completeness:The update request failed message,Update Surgical Slot Posting,boundary,declinemessage
7,Update button and required fields:check fields for completeness,Update Surgical Slot Posting,entity,requiredfieldsmissingprompt
8,check fields for completeness:the fields are not complete message,Update Surgical Slot Posting,entity,requiredfieldsmissingprompt
9,check fields for completeness:display the surgical slot info,Update Surgical Slot Posting,boundary,Slot
10,display the surgical slot info:updated surgical slot info,Update Surgical Slot Posting,boundary,Slot
11,stl#user:the fields are not complete message,Update Surgical Slot Posting,Stimulus,undefined
12,stl#user:The update request failed message,Update Surgical Slot Posting,Stimulus,undefined
13,stl#user:updated surgical slot info,Update Surgical Slot Posting,Stimulus,undefined
14,stl#user:Update button and required fields,Update Surgical Slot Posting,Stimulus,undefined
