NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,BasicSearch,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Cancel submitted reservation,5,11,0,8,6,2,0,0,0,4,0,4,0,4,1,4,4.25,2.6666666666666665,3,0.25,11.333333333333332,0,0,19,5,5,5,5,5,5,5,5.074,5.5733999999999995,5.929
3,Confirm Reservation REquest,4,11,0,8,8,0,0,0,0,1,0,1,0,1,3,1,16,5.25,12,2,84,0,0,14,4,4,4,4,4,4,4,4.0592,11.090499999999999,6.453200000000001
4,Decline Reservation Request,7,18,0,13,12,1,0,0,0,2,0,2,0,2,5,2,15,5.782608695652174,11.5,0.5,86.73913043478261,0,0,27,7,7,7,7,7,7,7,7.1036,24.503,15.7171
5,Login,8,17,0,13,8,5,0,0,0,2,0,3,0,2,5,3,9.666666666666666,2.3333333333333335,7,9,22.555555555555557,0,0,32,8,8,8,8,8,8,8,8.1184,8.8971,10.3224
6,Make Payment,6,13,0,10,4,4,2,1,0,1,1,2,0,2,4,2,11.5,3.0588235294117645,8.5,3.5,35.17647058823529,0,0,20,6,6,6,6,6,6,6,6.0888,6.9525,7.190799999999999
7,Manage Users,6,13,0,10,7,3,0,0,0,2,0,2,0,2,4,2,11,1.875,8,1.5,20.625,0,0,21,6,6,6,6,6,6,6,6.0888,6.749099999999999,7.1433
8,Mofiy User Role,5,11,0,8,6,2,0,0,0,1,0,1,0,1,4,1,22,2.5294117647058822,17,6,55.647058823529406,0,0,18,5,5,5,5,5,5,5,5.074,7.243399999999999,5.929
9,Post Surgical Slot,9,19,0,14,10,1,3,1,0,3,1,4,0,4,5,4,8.5,2.52,6.25,0.25,21.42,0,0,35,9,9,9,9,9,9,9,9.133199999999999,13.6162,10.7862
10,Search Surgical Slot,12,17,0,13,2,0,11,1,0,1,1,2,0,2,10,2,30.5,12.326530612244898,24.5,13,375.9591836734694,0,0,58,12,12,12,12,12,12,12,12.177599999999996,62.69830000000001,35.519600000000004
11,Setup reminder,5,12,0,9,2,6,1,0,0,0,0,2,0,0,3,2,9,3.3076923076923075,6.5,0.5,29.769230769230766,0,0,19,5,5,5,5,5,5,5,5.074,9.1168,7.62
12,Submit Reservation Request,8,18,0,13,10,1,2,1,0,1,1,2,0,2,6,2,17,6.384615384615385,13,14.5,108.53846153846155,0,0,34,8,8,8,8,8,8,8,8.1184,27.8164,22.556900000000002
13,Sync schedule,3,8,0,6,6,0,0,0,0,1,0,1,0,1,2,1,11,6,8,1,66,0,0,11,3,3,3,3,3,3,3,3.0443999999999996,7.0329999999999995,7.0384
14,Update Profie,15,19,0,15,11,0,4,0,0,2,0,2,0,2,13,2,35,3.890909090909091,27.5,11.5,136.1818181818182,0,0,63,15,15,15,15,15,15,15,15.221999999999994,34.248599999999996,22.907500000000002
15,Update Surgical Slot Posting,7,14,0,10,6,0,4,1,0,2,1,3,0,3,4,3,7.666666666666667,3.75,5.333333333333333,1,28.75,0,0,26,7,7,7,7,7,7,7,7.1036,8.9632,9.203100000000001
16,Verify User Idnetification,8,16,0,12,10,0,2,0,0,2,0,2,0,2,6,2,19,3.8,15,7.5,72.2,0,0,30,8,8,8,8,8,8,8,8.1184,21.2443,14.4549
17,View Activity Report,6,12,0,9,8,1,0,0,0,1,0,1,0,1,5,1,26,3.35,20,0,87.10000000000001,0,0,24,6,6,6,6,6,6,6,6.0888,9.5217,7.1433
18,View Posted Surgical Slot,5,11,0,8,7,0,1,0,0,2,0,2,0,2,3,2,8.5,2.1666666666666665,6,2,18.416666666666664,0,0,16,5,5,5,5,5,5,5,5.074,5.5733999999999995,5.929
19,View Profile,12,18,0,14,10,2,2,0,0,3,0,3,0,3,9,3,19,2.688888888888889,15,3,51.088888888888896,0,0,43,12,12,12,12,12,12,12,12.177599999999996,20.8793,16.7756
20,View Reservation Request,7,14,0,10,9,0,1,0,0,3,0,3,0,3,4,3,7.666666666666667,5.125,5.333333333333333,3,39.29166666666667,0,0,24,7,7,7,7,7,7,7,7.1036,12.3032,12.442599999999999
21,View Submitted Reservation,5,11,0,8,8,0,0,0,0,2,0,2,0,2,3,2,8.5,8,6,0.5,68,0,0,19,5,5,5,5,5,5,5,5.074,17.1048,11.063
