id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:document list,View document,0,undefined,undefined
2,Administrator:unauthorized request,View document,0,undefined,undefined
3,Administrator:unauthorized request message,View document,0,undefined,undefined
4,Administrator:document upload page,View document,0,undefined,undefined
5,Case Manager:document upload page,View document,0,undefined,undefined
6,Case Manager:unauthorized request message,View document,0,undefined,undefined
7,Case Manager:unauthorized request,View document,0,undefined,undefined
8,Case Manager:document list,View document,0,undefined,undefined
9,Youth:unauthorized request,View document,0,undefined,undefined
10,Youth:document upload page,View document,0,undefined,undefined
11,Youth:unauthorized request message,View document,0,undefined,undefined
12,Youth:document list,View document,0,undefined,undefined
13,Validate print/download request:role,View document,0,undefined,undefined
14,Validate print/download request:download,View document,0,undefined,undefined
15,Validate print/download request:unauthorized request,View document,0,undefined,undefined
16,Validate print/download request:print,View document,0,undefined,undefined
17,document upload page:Validate print/download request,View document,0,undefined,undefined
18,print:case information page,View document,0,undefined,undefined
19,query document:db,View document,0,undefined,undefined
20,document list:validate role of user,View document,0,undefined,undefined
21,query document:document upload page,View document,0,undefined,undefined
22,download:file manager,View document,0,undefined,undefined
23,validate role of user:query document,View document,0,undefined,undefined
24,validate role of user:role,View document,0,undefined,undefined
25,validate role of user:unauthorized request message,View document,0,undefined,undefined
26,stl#Administrator:document list,View document,0,undefined,undefined
27,stl#Administrator:unauthorized request,View document,0,undefined,undefined
28,stl#Administrator:unauthorized request message,View document,0,undefined,undefined
29,stl#Administrator:document upload page,View document,0,undefined,undefined
30,stl#Case Manager:document upload page,View document,0,undefined,undefined
31,stl#Case Manager:unauthorized request message,View document,0,undefined,undefined
32,stl#Case Manager:unauthorized request,View document,0,undefined,undefined
33,stl#Case Manager:document list,View document,0,undefined,undefined
34,stl#Youth:unauthorized request,View document,0,undefined,undefined
35,stl#Youth:document upload page,View document,0,undefined,undefined
36,stl#Youth:unauthorized request message,View document,0,undefined,undefined
37,stl#Youth:document list,View document,0,undefined,undefined
