id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,display user information,control,1,1,Edit user,Edit user,
2,save input user information,control,3,1,Edit user,Edit user,
3,invalid input information error,boundary,0,2,Edit user,Edit user,
4,User,entity,0,2,Edit user,Edit user,
5,user information page,boundary,1,3,Edit user,Edit user,
6,display user edit page,control,1,1,Edit user,Edit user,
7,query user information,control,3,1,Edit user,Edit user,
8,user edit page,boundary,1,2,Edit user,Edit user,
9,role,entity,0,1,Edit user,Edit user,
10,user management page,boundary,1,2,Edit user,Edit user,
11,unauthorized error message,boundary,0,2,Edit user,Edit user,
12,validate input user information,control,2,1,Edit user,Edit user,
13,validate role of user,control,3,1,Edit user,Edit user,
14,User Management Button,boundary,1,1,Edit user,Edit user,
15,Administrator,actor,6,0,Edit user,Edit user,
