id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#undefined->undefined,BasicSearch,CTRL,2,0,1,2
2,stl#undefined->undefined,BasicSearch,EXTCLL,2,0,1,2
3,stl#undefined->undefined,BasicSearch,INT,2,0,1,2
1,stl#user:confirmation message->user:confirmation message,Cancel submitted reservation,CTRL,2,0,7,14
2,stl#user:confirmation message->user:confirmation message,Cancel submitted reservation,EXTCLL,2,0,7,14
3,stl#user:confirmation message->user:confirmation message,Cancel submitted reservation,INT,2,0,7,14
4,stl#user:"cancel" button->user:"cancel" button->"cancel" button:cancel message->cancel message:display a message about cancel reservation->display a message about cancel reservation:confirmation message,Cancel submitted reservation,TRAN_NA,5,0,5.5,27.5
5,stl#user:"cancel" button->user:"cancel" button->"cancel" button:cancel message->cancel message:reservation info,Cancel submitted reservation,TRAN_NA,4,0,5,20
6,stl#user:"cancel" button->user:"cancel" button->"cancel" button:cancel message->cancel message:List of all submitted reservations,Cancel submitted reservation,TRAN_NA,4,0,5,20
7,stl#user:List of all submitted reservations->user:List of all submitted reservations,Cancel submitted reservation,CTRL,2,0,7,14
8,stl#user:List of all submitted reservations->user:List of all submitted reservations,Cancel submitted reservation,EXTCLL,2,0,7,14
9,stl#user:List of all submitted reservations->user:List of all submitted reservations,Cancel submitted reservation,INT,2,0,7,14
1,stl#user:Confirmation message->user:Confirmation message,Confirm Reservation REquest,CTRL,2,0,7,14
2,stl#user:Confirmation message->user:Confirmation message,Confirm Reservation REquest,EXTCLL,2,0,7,14
3,stl#user:Confirmation message->user:Confirmation message,Confirm Reservation REquest,INT,2,0,7,14
4,stl#user:"View unconfirmed reservation requests" button->user:"View unconfirmed reservation requests" button->"View unconfirmed reservation requests" button:retrieve a list of unconfirmed reservations->retrieve a list of unconfirmed reservations:reservation info,Confirm Reservation REquest,TRAN_NA,4,0,7,28
5,stl#user:"View unconfirmed reservation requests" button->user:"View unconfirmed reservation requests" button->"View unconfirmed reservation requests" button:retrieve a list of unconfirmed reservations->retrieve a list of unconfirmed reservations:Reservation requests list->Reservation requests list:Displays confirmation message->Displays confirmation message:Confirmation message,Confirm Reservation REquest,TRAN_NA,6,0,6,36
6,stl#user:Reservation requests list->user:Reservation requests list->Reservation requests list:Displays confirmation message->Displays confirmation message:Confirmation message,Confirm Reservation REquest,TRAN_NA,4,0,5.333333333333333,21.333333333333332
1,stl#user:decline reason prompt->user:decline reason prompt->decline reason prompt:Display a decline message->Display a decline message:decline message,Decline Reservation Request,TRAN_NA,4,0,2.6666666666666665,10.666666666666666
2,stl#user:"View unconfirmed reservation requests" button->user:"View unconfirmed reservation requests" button->"View unconfirmed reservation requests" button:retrieve a list of unconfirmed reservations->retrieve a list of unconfirmed reservations:reservation info,Decline Reservation Request,TRAN_NA,4,0,5,20
