id,element,useCase,type,outboundDegree,inboundDegree
1,Administrator:case information page,Edit case,0,undefined,undefined
2,Administrator:list of cases,Edit case,0,undefined,undefined
3,Administrator:document upload page,Edit case,0,undefined,undefined
4,Administrator:case information edit page,Edit case,0,undefined,undefined
5,Administrator:unauthorized error message,Edit case,0,undefined,undefined
6,Administrator:informatin invalid error message,Edit case,0,undefined,undefined
7,Administrator:unauthorized error message,Edit case,0,undefined,undefined
8,Administrator:case information edit page,Edit case,0,undefined,undefined
9,Administrator:list of cases,Edit case,0,undefined,undefined
10,Administrator:case information page,Edit case,0,undefined,undefined
11,Case Manager:case information edit page,Edit case,0,undefined,undefined
12,Case Manager:case information page,Edit case,0,undefined,undefined
13,Case Manager:document upload page,Edit case,0,undefined,undefined
14,Case Manager:unauthorized error message,Edit case,0,undefined,undefined
15,Case Manager:informatin invalid error message,Edit case,0,undefined,undefined
16,Case Manager:list of cases,Edit case,0,undefined,undefined
17,query detail of a case:case,Edit case,0,undefined,undefined
18,save case update information:case information,Edit case,0,undefined,undefined
19,case information edit page:validate input information,Edit case,0,undefined,undefined
20,display information edit page:case information edit page,Edit case,0,undefined,undefined
21,case information page:validate role,Edit case,0,undefined,undefined
22,query detail of a case:case information page,Edit case,0,undefined,undefined
23,validate role:display information edit page,Edit case,0,undefined,undefined
24,document upload page:validate role,Edit case,0,undefined,undefined
25,validate input information:informatin invalid error message,Edit case,0,undefined,undefined
26,list of cases:query detail of a case,Edit case,0,undefined,undefined
27,validate role:role,Edit case,0,undefined,undefined
28,validate input information:save case update information,Edit case,0,undefined,undefined
29,validate role:unauthorized error message,Edit case,0,undefined,undefined
30,stl#Administrator:case information page,Edit case,0,undefined,undefined
31,stl#Administrator:list of cases,Edit case,0,undefined,undefined
32,stl#Administrator:document upload page,Edit case,0,undefined,undefined
33,stl#Administrator:case information edit page,Edit case,0,undefined,undefined
34,stl#Administrator:unauthorized error message,Edit case,0,undefined,undefined
35,stl#Administrator:informatin invalid error message,Edit case,0,undefined,undefined
36,stl#Administrator:unauthorized error message,Edit case,0,undefined,undefined
37,stl#Administrator:case information edit page,Edit case,0,undefined,undefined
38,stl#Administrator:list of cases,Edit case,0,undefined,undefined
39,stl#Administrator:case information page,Edit case,0,undefined,undefined
40,stl#Case Manager:case information edit page,Edit case,0,undefined,undefined
41,stl#Case Manager:case information page,Edit case,0,undefined,undefined
42,stl#Case Manager:document upload page,Edit case,0,undefined,undefined
43,stl#Case Manager:unauthorized error message,Edit case,0,undefined,undefined
44,stl#Case Manager:informatin invalid error message,Edit case,0,undefined,undefined
45,stl#Case Manager:list of cases,Edit case,0,undefined,undefined
