id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,payment screen,boundary,0,2,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
2,redirect to payment screen,control,1,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
3,notification of invalid transaction,boundary,1,2,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
4,invalid request,boundary,0,2,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
5,retrive and invalid request,control,3,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
6,Email protocol,actor,0,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
7,Email send confirmation message,boundary,0,2,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
8,send out email with the transaction record.,control,3,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
9,request queue page,boundary,1,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
10,payment,entity,0,3,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
11,display dropdown,control,1,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
12,Remove request,control,2,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
13,status of the payment,boundary,0,2,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
14,Close out confirmation,boundary,1,3,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
15,check payment,control,2,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
16,remove request button,boundary,2,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
17,request,entity,0,2,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
18,check payment exists,control,3,1,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
19,dropdown for retrieve and invalid,boundary,1,2,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
20,Valet,actor,9,0,Retrieve and Return Vehicle,Retrieve and Return Vehicle,
