id,path,transactional,path_length,diagram,useCase
1,User->Search provider page->Display all provider based on criteria->rate button,CTRL,4,Rate a provider,Rate a provider
2,User->Search provider page->Display all provider based on criteria->rate button,INT,4,Rate a provider,Rate a provider
3,User->Search provider page->Display all provider based on criteria->Provider,CTRL,4,Rate a provider,Rate a provider
4,User->Search provider page->Display all provider based on criteria->Provider,DM,4,Rate a provider,Rate a provider
5,User->Search provider page->Display all provider based on criteria->Provider,EI,4,Rate a provider,Rate a provider
6,User->rate button->Display rating input page->Rating input page,CTRL,4,Rate a provider,Rate a provider
7,User->rate button->Display rating input page->Rating input page,INT,4,Rate a provider,Rate a provider
8,User->Rating input page->Update provider rating information->Rating,CTRL,4,Rate a provider,Rate a provider
9,User->Rating input page->Update provider rating information->Rating,DM,4,Rate a provider,Rate a provider
10,User->Rating input page->Update provider rating information->Rating,EI,4,Rate a provider,Rate a provider
