id,element,attributeNum,operationNum,instanceVarNum,externalOperNum,parameterNum,weightedOperNum,numberOfDerivedClasses,numberOfChildren,numberOfClassesInherited,depthInheritanceTree,numberOfDerivingClasses,isTopLevelClass,numberOfClassesInheritedFrom,numberOfInheritanceRelationships,numberOfAssociatedClasses,numberOfAssociatingClasses,numberOfAssociationRelationships,numberOfUsedClasses,numberOfUsingClasses,numberOfUsageRelationships,couplingBetweenObjects
1,$help://usecasediagram.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
2,$help://use_case_model_pattern.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
3,$help://actor.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
4,System Boundary,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
5,$help://domain_model_pattern.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
6,Course,8,3,8,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
7,Course Review Page,1,2,1,2,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
8,Course attendeee profile page,7,6,7,3,3,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
9,Course detail page,10,1,10,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
10,Course providing records,2,2,2,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
11,Course request page,10,3,10,2,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
12,Course review records,3,1,3,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
13,Course search page,4,2,4,1,1,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
14,Dashboard course management page,4,2,4,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
15,Dashboard order management page,1,3,1,2,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
16,Dashboard process request page,1,4,1,2,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
17,Dashboard review management page,1,2,1,2,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
18,Dashboard user management page,3,2,3,2,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
19,Login Page,2,6,2,2,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
20,Order records,3,1,3,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
21,Order records page,1,3,1,2,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
22,Payment page,2,5,2,1,1,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
23,Share course records,4,2,4,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
24,Sign up course attendee page,6,4,6,2,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
25,Sign up trainer page,7,4,7,2,2,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
26,Trainer profile page,8,5,8,3,3,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
27,Trainer schedule page,4,7,4,3,3,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
28,User,7,1,7,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
29,savetheacceptanceinformation,0,3,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
