id,path,functional,transactional,path_length, boundary_num, control_num, entity_num, actor_num, utw, diagram,useCase
42,User->Search page->redirect to home page->home page,EQ,CTRL|INT,4,2,1,0,1,5,Search course,Search course
43,Attendee->Course detail page->Redirect to home page->Home page,EQ,CTRL|INT,4,2,1,0,1,4,Register course,Register course
44,Attendee->Course detail page->setupPayment->EventBrite,FUNC_NA,CTRL|EXTIVK,4,1,1,0,2,1,Register course,Register course
45,Attendee->Payment page->make payment,FUNC_NA,TRAN_NA,3,2,0,0,1,4,Register course,Register course
46,EventBrite->bring up payment page->Payment page,FUNC_NA,CTRL|EXTCLL|INT,3,1,1,0,1,2,Register course,Register course
47,EventBrite->receive payment result->Send out confirmation email->Email protocol,FUNC_NA,CTRL|EXTIVK,4,0,2,0,2,2,Register course,Register course
48,EventBrite->receive payment result->Send out confirmation email->registration success,FUNC_NA,CTRL|EXTCLL|INT,4,1,2,0,1,2,Register course,Register course
49,Attendee->Course detail page->Display review page->Review page,EQ,CTRL|INT,4,2,1,0,1,4,Review course,Review course
50,Attendee->Review page->Redirect to home page->Home page,EQ,CTRL|INT,4,2,1,0,1,5,Review course,Review course
51,Attendee->Review page->Update cours information in db->Cours information update success message,EQ,CTRL|INT,4,2,1,0,1,5,Review course,Review course
52,Attendee->Review page->Update cours information in db->Course,EI,CTRL|DM|EI,4,1,1,1,1,2,Review course,Review course
