id,path,transactional,path_length,diagram,useCase
1,User->payment information page->pre-check if required information is empty->verify payment information->thirdpart payment system,CTRL,5,Place Order,Place Order
2,User->payment information page->pre-check if required information is empty->verify payment information->thirdpart payment system,EXTIVK,5,Place Order,Place Order
3,User->payment information page->pre-check if required information is empty->missing information for payment message,CTRL,4,Place Order,Place Order
4,User->payment information page->pre-check if required information is empty->missing information for payment message,INT,4,Place Order,Place Order
5,thirdpart payment system->approve transaction and display successful message->payment successful message,CTRL,3,Place Order,Place Order
6,thirdpart payment system->approve transaction and display successful message->payment successful message,EXTCLL,3,Place Order,Place Order
7,thirdpart payment system->approve transaction and display successful message->payment successful message,INT,3,Place Order,Place Order
8,thirdpart payment system->send error message for invalid payment information->invalid payment inforrmation,CTRL,3,Place Order,Place Order
9,thirdpart payment system->send error message for invalid payment information->invalid payment inforrmation,EXTCLL,3,Place Order,Place Order
10,thirdpart payment system->send error message for invalid payment information->invalid payment inforrmation,INT,3,Place Order,Place Order
