id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,LEMA Integrated family accountability system,0,0,0,0,0,0
2,ClassGrade Info,0,0,0,0,0,0
3,Cass Attendance Info,0,0,0,0,0,0
4,Request Reportpage,0,0,0,0,0,0
5,performanceInputController,0,0,0,0,0,0
6,Resource Controller,0,0,0,0,0,0
7,Resource Input page,0,0,0,0,0,0
8,Resource List with Status,0,0,0,0,0,0
9,Resource page,0,0,0,0,0,0
10,Administrator Info,0,0,0,0,0,0
11,Parent Info,0,0,0,0,0,0
12,Student Info,0,0,0,0,0,0
13,Teacher Info,0,0,0,0,0,0
14,User Info Input Page,0,0,0,0,0,0
15,User Info Management Page,0,0,0,0,0,0
16,User Management Controller,0,0,0,0,0,0
17,Scheduler Info,0,0,0,0,0,0
18,Admin Info,0,0,0,0,0,0
19,Class Attendance Info,0,0,0,0,0,0
20,Class Info,0,0,0,0,0,0
21,Class1,0,0,0,0,0,0
22,ClassAttendance Report,0,0,0,0,0,0
23,ClassGrade Report,0,0,0,0,0,0
24,Error Report,0,0,0,0,0,0
25,Grade / Attendance Report For Student / Parent,0,0,0,0,0,0
26,Notification log-histories,0,0,0,0,0,0
27,Notification message,0,0,0,0,0,0
28,Studentt Info,0,0,0,0,0,0
29,Send Messagepage,0,0,1,0,0,0
30,SendMessage Controller,0,0,1,0,0,0
31,Object1,0,0,0,0,0,0
32,Delete,0,0,0,0,0,0
