id,element,useCase,type,component
1,User:Selects the signup button,Sign up,control,attemptstoverifytheinputs
2,User:Opens the Construction Meeting Minutes Android application.,Sign up,boundary,Choosesameeting
3,User:Homepage,Sign up,boundary,Hompage
4,User:Selects submit,Sign up,boundary,Object1
5,submits the information to be approved by an administrator:Displays message to the user to notify them ,Sign up,control,attemptstoverifytheinputs
6,Homepage:Displays message to the user to notify them ,Sign up,control,attemptstoverifytheinputs
7,Opens the Construction Meeting Minutes Android application.:opens up to the login page,Sign up,boundary,Hompage
8,Selects submit:submits the information to be approved by an administrator,Sign up,control,attemptstoverifytheinputs
9,Selects the signup button:opens up to the signup page,Sign up,boundary,Hompage
10,opens up to the login page:opens up to the signup page,Sign up,boundary,Hompage
11,opens up to the signup page:submits the information to be approved by an administrator,Sign up,control,attemptstoverifytheinputs
12,stl#User:Selects the signup button,Sign up,Stimulus,undefined
13,stl#User:Opens the Construction Meeting Minutes Android application.,Sign up,Stimulus,undefined
14,stl#User:Homepage,Sign up,Stimulus,undefined
15,stl#User:Selects submit,Sign up,Stimulus,undefined
