id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:Clicks Create button->User:Clicks Create button->Clicks Create button:generates posting identification data->generates posting identification data:Show confirmation page->Show confirmation page:fills out relevant information->fills out relevant information:generates posting identification data->generates posting identification data:Show confirmation page,Create Posting,TRAN_NA,7,0,3.8333333333333335,6,26.833333333333336
2,stl#User:Clicks Create button->User:Clicks Create button->Clicks Create button:generates posting identification data->generates posting identification data:Show confirmation page->Show confirmation page:fills out relevant information->fills out relevant information:generates posting identification data->generates posting identification data:Posting is created in the system->Posting is created in the system:generates a message to inform the User ->generates a message to inform the User :Posting db,Create Posting,TRAN_NA,9,2,2.875,8,25.875
3,stl#User:Clicks Create button->User:Clicks Create button->Clicks Create button:generates posting identification data->generates posting identification data:Show confirmation page->Show confirmation page:fills out relevant information->fills out relevant information:generates posting identification data->generates posting identification data:Posting is created in the system->Posting is created in the system:generates a message to inform the User ->generates a message to inform the User :Homepage,Create Posting,TRAN_NA,9,2,3,8,27
4,stl#User:Clicks Create button->User:Clicks Create button->Clicks Create button:generates posting identification data->generates posting identification data:Show confirmation page->Show confirmation page:Posting db,Create Posting,TRAN_NA,5,1,3.25,4,16.25
5,stl#User:Clicks Create button->User:Clicks Create button->Clicks Create button:generates posting identification data->generates posting identification data:Show confirmation page->Show confirmation page:Homepage,Create Posting,TRAN_NA,5,1,3.5,4,17.5
6,stl#User:Clicks Create button->User:Clicks Create button->Clicks Create button:generates posting identification data->generates posting identification data:Posting is created in the system->Posting is created in the system:generates a message to inform the User ->generates a message to inform the User :Posting db,Create Posting,TRAN_NA,6,2,2.2,5,13.200000000000001
7,stl#User:Clicks Create button->User:Clicks Create button->Clicks Create button:generates posting identification data->generates posting identification data:Posting is created in the system->Posting is created in the system:generates a message to inform the User ->generates a message to inform the User :Homepage,Create Posting,TRAN_NA,6,2,2.4,5,14.399999999999999
8,stl#User:fills out relevant information->User:fills out relevant information->fills out relevant information:generates posting identification data->generates posting identification data:Show confirmation page->Show confirmation page:fills out relevant information->fills out relevant information:generates posting identification data,Create Posting,CTRL,6,0,3.8,5,22.799999999999997
9,stl#User:fills out relevant information->User:fills out relevant information->fills out relevant information:generates posting identification data->generates posting identification data:Show confirmation page->Show confirmation page:Posting db,Create Posting,CTRL;EXTCLL;DM;EI,5,1,3.5,4,17.5
10,stl#User:fills out relevant information->User:fills out relevant information->fills out relevant information:generates posting identification data->generates posting identification data:Show confirmation page->Show confirmation page:Homepage,Create Posting,CTRL;EXTCLL;INT,5,1,3.75,4,18.75
11,stl#User:fills out relevant information->User:fills out relevant information->fills out relevant information:generates posting identification data->generates posting identification data:Posting is created in the system->Posting is created in the system:generates a message to inform the User ->generates a message to inform the User :Posting db,Create Posting,CTRL;EXTCLL;DM;EI,6,2,2.4,5,14.399999999999999
12,stl#User:fills out relevant information->User:fills out relevant information->fills out relevant information:generates posting identification data->generates posting identification data:Posting is created in the system->Posting is created in the system:generates a message to inform the User ->generates a message to inform the User :Homepage,Create Posting,CTRL;EXTCLL;INT,6,2,2.6,5,15.600000000000001
13,stl#User:Homepage->User:Homepage,Create Posting,CTRL;EXTCLL;INT,2,0,3,1,6
