NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add EMT building assignment in emergency,14,23,0,4,1,1,2,0,0,3,0,3,0,3,11,3,24,6.948275862068965,19.333333333333332,1.6666666666666667,166.75862068965517,0,10,47,14,12,14,10.270000000000001,12.73,19.410000000000004,7.590000000000001,14.207199999999995,72.8621,45.463700000000024
2,Add buildings/hubs to the datbase,13,22,0,3,0,1,2,2,0,0,2,4,0,2,9,4,19.75,8.757575757575758,16.5,9.75,172.96212121212122,36,10,12,13,11,5,0,0,4.67,25.33,13.192399999999996,82.17540000000001,51.349900000000005
3,Add individuals to the list of allowed users,11,21,0,4,2,2,0,0,0,2,0,3,0,2,8,3,20,5.204081632653061,16.333333333333332,5,104.08163265306122,4,0,39,11,11,10,10.23,21.77,0,0,11.162799999999997,51.28,22.9493
4,Add volunteers to the system,8,17,0,4,2,2,0,0,0,1,0,2,0,1,6,2,21,4.970588235294118,17,4.5,104.38235294117648,8,0,23,8,8,6,6.2700000000000005,16.730000000000004,0,0,8.1184,33.5458,17.459400000000002
5,Add/Chose Disaster,7,15,0,4,2,2,0,0,0,3,0,4,0,3,3,4,9,3.896551724137931,7.25,1.5,35.06896551724138,4,10,16,7,5,6,4.3100000000000005,6.6899999999999995,0,0,7.1036,19.5012,12.6936
6,Enter Victim Data,36,31,0,6,2,2,2,0,0,3,0,4,0,3,32,4,67.5,6.512820512820513,58.5,38,439.6153846153846,0,5,172,36,35,36,44.919999999999995,83.08000000000003,42.54000000000003,20.45999999999999,36.532800000000016,237.8154999999999,159.58030000000008
7,Login to MEDFRS Website,7,15,0,4,2,1,1,0,0,1,0,3,0,1,4,3,8.666666666666666,4.526315789473684,6.333333333333333,2.3333333333333335,39.228070175438596,8,0,20,7,7,5,1.6500000000000001,5.35,0,1,7.1036,14.1391,12.4426
8,Logout,2,7,0,2,0,2,0,0,0,0,0,2,0,0,0,2,3.5,2.6,2.5,0,9.1,0,0,8,2,2,2,0,0,0,0,2.0296,2.2497,2.3811
9,Manage individuals in the database,17,24,0,3,2,1,0,0,0,2,0,2,0,2,15,2,49,19.97530864197531,40.5,14.5,978.7901234567902,0,0,66,17,17,17,25.409999999999997,51.59000000000001,0,0,17.251599999999996,99.73629999999999,58.86660000000001
10,Manage victim emergency emt assignment information,28,32,0,7,2,3,2,1,0,1,1,5,0,2,23,5,37,4.1528662420382165,31.4,5.6,153.656050955414,8,5,99,28,27,26,21.469999999999995,41.529999999999994,16.080000000000002,7.920000000000001,28.414400000000008,105.56050000000005,66.57890000000003
11,Management buildings/hubs/disasters in the database,13,22,0,5,2,3,0,0,0,0,0,5,0,0,8,5,15.4,5.3125,12.8,7,81.8125,4,0,52,13,13,12,4.95,12.05,0,0,13.192399999999996,61.5627,29.5714
12,On time login to MedFRS Device App,36,35,0,7,3,3,1,0,0,3,0,5,0,3,31,5,48.4,6.936893203883495,41.2,11,335.74563106796114,16,0,127,36,36,32,41.580000000000005,94.42000000000006,14.07,9.93,36.532800000000016,217.152,138.11429999999993
13,Record victim transportation,18,26,0,7,2,4,1,0,0,3,0,4,0,3,14,4,20.75,4.507692307692308,16.25,7,93.53461538461538,24,20,30,18,14,12,5.65,11.35,8.02,7.98,18.266399999999997,46.64260000000001,33.9359
14,Resent one time pass email,15,20,0,5,2,2,1,0,0,1,0,1,0,1,14,1,87,9.722222222222221,72,10,845.8333333333333,20,0,40,15,15,10,14.190000000000001,43.81,0,2,15.221999999999994,88.2621,49.70150000000001
15,Retrieve and update victim data,13,21,0,3,1,2,0,0,0,1,0,1,0,1,12,1,80,11.149253731343284,67,4,891.9402985074628,24,0,27,13,13,7,9.24,36.76,0,0,13.192399999999996,79.1277,47.5904
16,Track victims,14,20,0,5,2,2,1,0,0,2,0,2,0,2,12,2,42.5,4.084507042253521,35.5,18,173.59154929577466,4,0,52,14,14,13,11.22,23.780000000000005,9.38,5.62,14.207199999999995,52.4864,31.5837
17,Update Victim Transportation,10,21,0,5,3,1,1,1,0,0,1,2,0,1,8,2,25,4.325,20,15.5,108.125,36,0,7,10,10,2,0,16,0.67,12.33,10.147999999999998,30.5828,20.2055
18,resend one time pass email,19,25,0,4,2,1,1,1,0,0,1,1,0,1,18,1,131,9.785714285714286,112,12,1281.9285714285716,32,0,44,19,19,11,16.830000000000002,62.170000000000016,3.35,9.65,19.2812,122.02090000000001,72.57770000000001
