id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#Case Manager:case information page->Case Manager:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:success message,Create a new case,TRAN_NA,5,1,3.75,4,18.75
2,stl#Case Manager:case information page->Case Manager:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:update case information page->update case information page:success message,Create a new case,TRAN_NA,6,3,3.8,5,22.799999999999997
3,stl#Case Manager:case information page->Case Manager:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:case,Create a new case,TRAN_NA,5,2,3.5,4,17.5
4,stl#Case Manager:case information page->Case Manager:case information page->case information page:Validate the information of description->Validate the information of description:invalid case information error,Create a new case,TRAN_NA,4,0,3.6666666666666665,3,14.666666666666666
5,stl#Case Manager:invalid case information error->Case Manager:invalid case information error,Create a new case,CTRL,2,0,4,1,8
6,stl#Case Manager:success message->Case Manager:success message,Create a new case,CTRL,2,0,4,1,8
7,stl#Case Manager:unauthorized information message->Case Manager:unauthorized information message,Create a new case,CTRL;EXTCLL;INT,2,0,3,1,6
8,stl#Case Manager:Creae new case button->Case Manager:Creae new case button->Creae new case button:validate role of user->validate role of user:unauthorized information message,Create a new case,TRAN_NA,4,0,2.6666666666666665,3,10.666666666666666
9,stl#Case Manager:Creae new case button->Case Manager:Creae new case button->Creae new case button:validate role of user->validate role of user:role,Create a new case,TRAN_NA,4,1,2,3,8
10,stl#Case Manager:Creae new case button->Case Manager:Creae new case button->Creae new case button:validate role of user->validate role of user:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:success message,Create a new case,TRAN_NA,7,1,3.3333333333333335,6,23.333333333333336
11,stl#Case Manager:Creae new case button->Case Manager:Creae new case button->Creae new case button:validate role of user->validate role of user:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:update case information page->update case information page:success message,Create a new case,TRAN_NA,8,3,3.4285714285714284,7,27.428571428571427
12,stl#Case Manager:Creae new case button->Case Manager:Creae new case button->Creae new case button:validate role of user->validate role of user:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:case,Create a new case,TRAN_NA,7,2,3.1666666666666665,6,22.166666666666664
13,stl#Case Manager:Creae new case button->Case Manager:Creae new case button->Creae new case button:validate role of user->validate role of user:case information page->case information page:Validate the information of description->Validate the information of description:invalid case information error,Create a new case,TRAN_NA,6,0,3.2,5,19.200000000000003
14,stl#Administrator:success message->Administrator:success message,Create a new case,CTRL,2,0,4,1,8
15,stl#Administrator:Creae new case button->Administrator:Creae new case button->Creae new case button:validate role of user->validate role of user:unauthorized information message,Create a new case,TRAN_NA,4,0,2.6666666666666665,3,10.666666666666666
16,stl#Administrator:Creae new case button->Administrator:Creae new case button->Creae new case button:validate role of user->validate role of user:role,Create a new case,TRAN_NA,4,1,2,3,8
17,stl#Administrator:Creae new case button->Administrator:Creae new case button->Creae new case button:validate role of user->validate role of user:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:success message,Create a new case,TRAN_NA,7,1,3.3333333333333335,6,23.333333333333336
18,stl#Administrator:Creae new case button->Administrator:Creae new case button->Creae new case button:validate role of user->validate role of user:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:update case information page->update case information page:success message,Create a new case,TRAN_NA,8,3,3.4285714285714284,7,27.428571428571427
19,stl#Administrator:Creae new case button->Administrator:Creae new case button->Creae new case button:validate role of user->validate role of user:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:case,Create a new case,TRAN_NA,7,2,3.1666666666666665,6,22.166666666666664
20,stl#Administrator:Creae new case button->Administrator:Creae new case button->Creae new case button:validate role of user->validate role of user:case information page->case information page:Validate the information of description->Validate the information of description:invalid case information error,Create a new case,TRAN_NA,6,0,3.2,5,19.200000000000003
21,stl#Administrator:unauthorized information message->Administrator:unauthorized information message,Create a new case,CTRL;EXTCLL;INT,2,0,3,1,6
22,stl#Administrator:case information page->Administrator:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:success message,Create a new case,TRAN_NA,5,1,3.75,4,18.75
23,stl#Administrator:case information page->Administrator:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:update case information page->update case information page:success message,Create a new case,TRAN_NA,6,3,3.8,5,22.799999999999997
24,stl#Administrator:case information page->Administrator:case information page->case information page:Validate the information of description->Validate the information of description:save case information->save case information:case,Create a new case,TRAN_NA,5,2,3.5,4,17.5
25,stl#Administrator:case information page->Administrator:case information page->case information page:Validate the information of description->Validate the information of description:invalid case information error,Create a new case,TRAN_NA,4,0,3.6666666666666665,3,14.666666666666666
26,stl#Administrator:invalid case information error->Administrator:invalid case information error,Create a new case,CTRL,2,0,4,1,8
