id,element,useCase,type,component
1,Admin:Invalid entered information,Add course,boundary,Dashboard order management page
2,Admin:Manage course page,Add course,boundary,Dashboard course management page
3,Admin:home page,Add course,boundary,Payment page
4,Process course information:Invalid entered information,Add course,boundary,Dashboard order management page
5,Manage course page:Process course information,Add course,boundary,Course providing records
6,Manage course page:redirect to home page,Add course,control,Order records page
7,Process course information:save course information into database,Add course,boundary,Dashboard course management page
8,save course information into database:course,Add course,control,Course
9,redirect to home page:home page,Add course,boundary,Payment page
10,stl#Admin:Invalid entered information,Add course,Stimulus,undefined
11,stl#Admin:Manage course page,Add course,Stimulus,undefined
12,stl#Admin:home page,Add course,Stimulus,undefined
