id,element,useCase,type,component
1,Admin:create a response button,Submit questions and responses,entity,Response Form
2,Admin:create a response page,Submit questions and responses,entity,Response Form
3,Admin:load questions button,Submit questions and responses,control,Question Form
4,Client:create a response page,Submit questions and responses,entity,Response Form
5,Client:create a response button,Submit questions and responses,entity,Response Form
6,Client:load questions button,Submit questions and responses,control,Question Form
7,User:question form,Submit questions and responses,control,Question Form
8,User:Ask a question button,Submit questions and responses,control,Question Form
9,Ask a question button:display ask a question form,Submit questions and responses,control,Question Form
10,Send notification:notification,Submit questions and responses,control,Question Form
11,check if the question is already answered:Send notification,Submit questions and responses,control,Question Form
12,check if the question is already answered:response,Submit questions and responses,entity,Response Form
13,check if the question is already answered:display create a response page,Submit questions and responses,entity,Response Form
14,create a response button:check if the question is already answered,Submit questions and responses,control,Question Form
15,load questions:create a response button,Submit questions and responses,entity,Response Form
16,create a response page:save the response to db,Submit questions and responses,entity,Response Form
17,display create a response page:create a response page,Submit questions and responses,entity,Response Form
18,display ask a question form:question form,Submit questions and responses,control,Question Form
19,load questions:questions,Submit questions and responses,control,Question Form
20,load questions button:load questions,Submit questions and responses,control,Question Form
21,question form:save questions,Submit questions and responses,control,Question Form
22,save questions:questions,Submit questions and responses,control,Question Form
23,save the response to db:response,Submit questions and responses,entity,Response Form
24,stl#Admin:create a response button,Submit questions and responses,Stimulus,undefined
25,stl#Admin:create a response page,Submit questions and responses,Stimulus,undefined
26,stl#Admin:load questions button,Submit questions and responses,Stimulus,undefined
27,stl#Client:create a response page,Submit questions and responses,Stimulus,undefined
28,stl#Client:create a response button,Submit questions and responses,Stimulus,undefined
29,stl#Client:load questions button,Submit questions and responses,Stimulus,undefined
30,stl#User:question form,Submit questions and responses,Stimulus,undefined
31,stl#User:Ask a question button,Submit questions and responses,Stimulus,undefined
