id,element,useCase,type,component
1,User:Share price through picture capture button,Share Price through OCR capture,boundary,Medical services pricing information
2,User:photo list,Share Price through OCR capture,boundary,photolist
3,User:unable to recoginize information from photo,Share Price through OCR capture,boundary,Rating and review information
4,OCR read the medical information:update the recognized information into database.,Share Price through OCR capture,boundary,Rating and review information
5,OCR read the medical information:unable to recoginize information from photo,Share Price through OCR capture,boundary,Rating and review information
6,photo list:OCR read the medical information,Share Price through OCR capture,boundary,Medical services pricing information
7,update the recognized information into database.:Price,Share Price through OCR capture,boundary,Medical services pricing information
8,Share price through picture capture button:load photo from library,Share Price through OCR capture,boundary,photolist
9,load photo from library:photo list,Share Price through OCR capture,boundary,photolist
10,stl#User:Share price through picture capture button,Share Price through OCR capture,Stimulus,undefined
11,stl#User:photo list,Share Price through OCR capture,Stimulus,undefined
12,stl#User:unable to recoginize information from photo,Share Price through OCR capture,Stimulus,undefined
