id,element,useCase,type,component
1,User: Selects assigned task ,Submit Comment to Meeting Minutes,boundary,Selectsassignedtask
2,User:Hompage,Submit Comment to Meeting Minutes,boundary,Hompage
3,User:Inputs comment for selected task,Submit Comment to Meeting Minutes,boundary,Selectsassignedtask
4, Selects assigned task :opens text box for user to input comment.,Submit Comment to Meeting Minutes,control,attemptstoverifytheinputs
5,submitted a comment for a task.:Hompage,Submit Comment to Meeting Minutes,boundary,Hompage
6,Inputs comment for selected task:Sends notification to administrator ,Submit Comment to Meeting Minutes,control,Sendsnotificationtoadministrator
7,Sends notification to administrator :submitted a comment for a task.,Submit Comment to Meeting Minutes,boundary,Selectsassignedtask
8,opens text box for user to input comment.:Sends notification to administrator ,Submit Comment to Meeting Minutes,control,Sendsnotificationtoadministrator
9,stl#User: Selects assigned task ,Submit Comment to Meeting Minutes,Stimulus,undefined
10,stl#User:Hompage,Submit Comment to Meeting Minutes,Stimulus,undefined
11,stl#User:Inputs comment for selected task,Submit Comment to Meeting Minutes,Stimulus,undefined
