id,element,useCase,type,component
1,Vendor:invalid information error,Edit product,boundary,Buyer Registration Form
2,Vendor:change unsaved dialog,Edit product,boundary,Medical Profile
3,Vendor:edit button for specific product,Edit product,boundary,Medical Profile
4,Vendor:product edit page,Edit product,boundary,Medical Profile
5,redirect vendor when back button clicked:change unsaved dialog,Edit product,boundary,Medical Profile
6,display invalid information:invalid information error,Edit product,boundary,Buyer Registration Form
7,update product information:display invalid information,Edit product,boundary,Buyer Registration Form
8,edit button for specific product:redirect to product edit page,Edit product,boundary,Medical Profile
9,update product information:product,Edit product,actor,Buyer Profile
10,product edit page:update product information,Edit product,boundary,Buyer Registration Form
11,redirect to product edit page:product edit page,Edit product,boundary,Medical Profile
12,update product information:redirect vendor when back button clicked,Edit product,control,Vendor Registration Form
13,stl#Vendor:invalid information error,Edit product,Stimulus,undefined
14,stl#Vendor:change unsaved dialog,Edit product,Stimulus,undefined
15,stl#Vendor:edit button for specific product,Edit product,Stimulus,undefined
16,stl#Vendor:product edit page,Edit product,Stimulus,undefined
