id,element,useCase,type,component
1,Transport Coordinator:category's page,Enter Victim Data,boundary,categoryspage
2,Transport Coordinator:volunteer homepage,Enter Victim Data,control,Volunteer
3,Transport Coordinator:"is he breathing" page,Enter Victim Data,boundary,categoryspage
4,Transport Coordinator:Error message,Enter Victim Data,boundary,categoryspage
5,Transport Coordinator:Vlunteer Diaster Homepage,Enter Victim Data,control,Volunteer
6,Transport Coordinator:"add victim" button,Enter Victim Data,control,Victim
7,Transport Coordinator:Respiration/perfusion/metal status page,Enter Victim Data,boundary,returnsaddEMTfrompage
8,"add victim" button:Redirects to the "is he breathing" page,Enter Victim Data,boundary,categoryspage
9,"is he breathing" page:Redirects to respiration/perfusion/metal status page,Enter Victim Data,boundary,Redirectstorespirationperfusionmetalstatuspage
10,Redirects to the "is he breathing" page:"is he breathing" page,Enter Victim Data,boundary,categoryspage
11,Categorizes the victim:Category page,Enter Victim Data,boundary,categoryspage
12,Categorizes the victim:Redirects to category's page,Enter Victim Data,boundary,categoryspage
13,Respiration/perfusion/metal status page:Categorizes the victim,Enter Victim Data,control,Victim
14,Updates the database for building information:Categorizes the victim,Enter Victim Data,control,Victim
15,Vaidates the input:Error message,Enter Victim Data,boundary,categoryspage
16,Redirects to respiration/perfusion/metal status page:Hospital information,Enter Victim Data,boundary,Redirectstorespirationperfusionmetalstatuspage
17,Redirects to category's page:Vaidates the input,Enter Victim Data,control,ValidatesInput
18,Redirects to category's page:category's page,Enter Victim Data,boundary,categoryspage
19,Redirects to respiration/perfusion/metal status page:Respiration/perfusion/metal status page,Enter Victim Data,boundary,Redirectstorespirationperfusionmetalstatuspage
20,Redirects to respiration/perfusion/metal status page:Updates the database for building information,Enter Victim Data,control,Building
21,Vaidates the input:add new victim record to db,Enter Victim Data,control,Victim
22,add new victim record to db:Vlunteer Diaster Homepage,Enter Victim Data,control,Volunteer
23,add new victim record to db:volunteer homepage,Enter Victim Data,control,Volunteer
24,add new victim record to db:db,Enter Victim Data,entity,db
25,stl#Transport Coordinator:category's page,Enter Victim Data,Stimulus,undefined
26,stl#Transport Coordinator:volunteer homepage,Enter Victim Data,Stimulus,undefined
27,stl#Transport Coordinator:"is he breathing" page,Enter Victim Data,Stimulus,undefined
28,stl#Transport Coordinator:Error message,Enter Victim Data,Stimulus,undefined
29,stl#Transport Coordinator:Vlunteer Diaster Homepage,Enter Victim Data,Stimulus,undefined
30,stl#Transport Coordinator:"add victim" button,Enter Victim Data,Stimulus,undefined
31,stl#Transport Coordinator:Respiration/perfusion/metal status page,Enter Victim Data,Stimulus,undefined
