id,path,transactional,path_length,diagram,useCase
1,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display search screen->search screen,CTRL,6,Use Case Model,Navigation
2,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display search screen->search screen,INT,6,Use Case Model,Navigation
3,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display event screen->event screen,CTRL,6,Use Case Model,Navigation
4,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display event screen->event screen,INT,6,Use Case Model,Navigation
5,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display  log in screen->Log in screen,CTRL,6,Use Case Model,Navigation
6,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display  log in screen->Log in screen,INT,6,Use Case Model,Navigation
7,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display photo screen->Photo screen,CTRL,6,Use Case Model,Navigation
8,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display photo screen->Photo screen,INT,6,Use Case Model,Navigation
9,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display profile screen->profile screen,CTRL,6,Use Case Model,Navigation
10,User->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display profile screen->profile screen,INT,6,Use Case Model,Navigation
11,Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display search screen->search screen,TRAN_NA,6,Use Case Model,Navigation
12,Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display event screen->event screen,TRAN_NA,6,Use Case Model,Navigation
13,Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display  log in screen->Log in screen,TRAN_NA,6,Use Case Model,Navigation
14,Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display photo screen->Photo screen,TRAN_NA,6,Use Case Model,Navigation
15,Display navigation bar->Navigation bar->Tap a icon on navigation bar->is  user logged in?->display profile screen->profile screen,TRAN_NA,6,Use Case Model,Navigation
16,Actor->Delete expired events automatically->event,CTRL,3,Use Case Model,Automatic deletion
17,Actor->Delete expired events automatically->event,EXTCLL,3,Use Case Model,Automatic deletion
18,Actor->Delete expired events automatically->event,DM,3,Use Case Model,Automatic deletion
19,Actor->Delete expired events automatically->event,EI,3,Use Case Model,Automatic deletion
20,Actor->delete photos related to expired events automatically->photo,CTRL,3,Use Case Model,Automatic deletion
21,Actor->delete photos related to expired events automatically->photo,EXTCLL,3,Use Case Model,Automatic deletion
22,Actor->delete photos related to expired events automatically->photo,DM,3,Use Case Model,Automatic deletion
23,Actor->delete photos related to expired events automatically->photo,EI,3,Use Case Model,Automatic deletion
24,Actor->delete expired location photos automatically->photo,CTRL,3,Use Case Model,Automatic deletion
25,Actor->delete expired location photos automatically->photo,EXTCLL,3,Use Case Model,Automatic deletion
26,Actor->delete expired location photos automatically->photo,DM,3,Use Case Model,Automatic deletion
27,Actor->delete expired location photos automatically->photo,EI,3,Use Case Model,Automatic deletion
28,change mode->photo list->pop up photo connection error->photo,TRAN_NA,4,Use Case Model,Admin deletes photo
29,change mode->photo list->cancel deletion->select photos->confirm delete photos->photo,TRAN_NA,6,Use Case Model,Admin deletes photo
30,change mode->photo list->select photos->confirm delete photos->photo,TRAN_NA,5,Use Case Model,Admin deletes photo
