id,element,useCase,type,component
1,User:Select  year and semester page,view final teacher schedule,boundary,semester
2,User:Homepage,view final teacher schedule,boundary,Displaymessagepage
3,User:Send teacher detail,view final teacher schedule,control,teacher data
4,Display page:Homepage,view final teacher schedule,boundary,Displaymessagepage
5,Request teacher detail:Display page,view final teacher schedule,boundary,Displaymessagepage
6,Send teacher detail:Request teacher detail,view final teacher schedule,control,teacher data
7,Select  year and semester page:Request teacher detail,view final teacher schedule,control,teacher data
8,stl#User:Select  year and semester page,view final teacher schedule,Stimulus,undefined
9,stl#User:Homepage,view final teacher schedule,Stimulus,undefined
10,stl#User:Send teacher detail,view final teacher schedule,Stimulus,undefined
