id,element,useCase,type,component
1,User:Input new information about the product and click Create.,UC7: Edit Product,control,Medical Create Form
2,User:Vendor click Create button ,UC7: Edit Product,control,Medical Create Form
3,User:Homepage,UC7: Edit Product,control,Homepage
4,and send a dialog ��Create success":Homepage,UC7: Edit Product,control,Homepage
5,Input new information about the product and click Create.:Update the new information in product page ,UC7: Edit Product,control,Redirectadmintonewslettermainpage
6,Redirect vendor to the product Create page.:Update the new information in product page ,UC7: Edit Product,control,Redirectadmintonewslettermainpage
7,Vendor click Create button :Redirect vendor to the product Create page.,UC7: Edit Product,control,Redirectadmintonewslettermainpage
8,Update the new information in product page :and send a dialog ��Create success",UC7: Edit Product,control,Medical Create Form
9,and send a dialog ��Create success":product db,UC7: Edit Product,entity,Buyer Profile
10,stl#User:Input new information about the product and click Create.,UC7: Edit Product,Stimulus,undefined
11,stl#User:Vendor click Create button ,UC7: Edit Product,Stimulus,undefined
12,stl#User:Homepage,UC7: Edit Product,Stimulus,undefined
