id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:Confirm box-->Confirm box:Delete micro website-->Delete micro website:pdf format is not valid message,EQ,0,3,1,2,0,control->boundary->control
2,User:Confirm box-->Confirm box:Delete micro website-->Delete micro website:Micro website,EO,0,3,2,1,0,control->boundary->boundary
3,User:Confirm box-->Confirm box:Delete micro website-->Delete micro website:Deactivate the link-->Deactivate the link:Direct to micro website management-->Direct to micro website management:Micro Website Management Page,EQ,0,5,3,2,0,control->boundary->control->boundary->boundary
4,User:Confirm box-->Confirm box:Delete micro website-->Delete micro website:Deactivate the link-->Deactivate the link:Direct to micro website management-->Direct to micro website management:Redirect to micro website management page-->Redirect to micro website management page:Micro Website Management Page,EQ,0,6,4,2,0,control->boundary->control->boundary->boundary->boundary
5,User:Confirm box-->Confirm box:Delete micro website-->Delete micro website:Deactivate the link-->Deactivate the link:Micro website,EQ,0,4,2,2,0,control->boundary->control->boundary
6,User:pdf format is not valid message,EQ,0,1,0,1,0,control
7,User:Micro Website Management Page,EQ,0,1,1,0,0,boundary
8,User:"Delete" Button-->"Delete" Button:Popup a confirm box-->Popup a confirm box:Confirm box-->Confirm box:Delete micro website-->Delete micro website:pdf format is not valid message,EQ,1,5,2,3,0,boundary->control->control->boundary->control
9,User:"Delete" Button-->"Delete" Button:Popup a confirm box-->Popup a confirm box:Confirm box-->Confirm box:Delete micro website-->Delete micro website:Micro website,EQ,1,5,3,2,0,boundary->control->control->boundary->boundary
10,User:"Delete" Button-->"Delete" Button:Popup a confirm box-->Popup a confirm box:Confirm box-->Confirm box:Delete micro website-->Delete micro website:Deactivate the link-->Deactivate the link:Direct to micro website management-->Direct to micro website management:Micro Website Management Page,EQ,1,7,4,3,0,boundary->control->control->boundary->control->boundary->boundary
11,User:"Delete" Button-->"Delete" Button:Popup a confirm box-->Popup a confirm box:Confirm box-->Confirm box:Delete micro website-->Delete micro website:Deactivate the link-->Deactivate the link:Direct to micro website management-->Direct to micro website management:Redirect to micro website management page-->Redirect to micro website management page:Micro Website Management Page,EQ,1,8,5,3,0,boundary->control->control->boundary->control->boundary->boundary->boundary
12,User:"Delete" Button-->"Delete" Button:Popup a confirm box-->Popup a confirm box:Confirm box-->Confirm box:Delete micro website-->Delete micro website:Deactivate the link-->Deactivate the link:Micro website,EQ,1,6,3,3,0,boundary->control->control->boundary->control->boundary
13,User:"Delete" Button-->"Delete" Button:Popup a confirm box-->Popup a confirm box:"Delete" Button-->"Delete" Button:Popup a confirm box,EQ,2,4,2,2,0,boundary->control->boundary->control
14,User:error message,EQ,0,1,0,1,0,control
15,User:subscribe bar on website-->subscribe bar on website:check email redundancy-->check email redundancy:display error message when no record exists-->display error message when no record exists:the email has already subscribed message,EI,1,4,1,3,0,boundary->control->control->control
16,User:subscribe bar on website-->subscribe bar on website:check email redundancy-->check email redundancy:display error message when no record exists-->display error message when no record exists:error message,EI,1,4,1,3,0,boundary->control->control->control
17,User:subscribe bar on website-->subscribe bar on website:check email redundancy-->check email redundancy:display error message when no record exists-->display error message when no record exists:add a subscriber recorder into the database-->add a subscriber recorder into the database:website content,EQ,2,5,2,3,0,boundary->control->control->control->boundary
18,User:subscribe bar on website-->subscribe bar on website:check email redundancy-->check email redundancy:display error message when no record exists-->display error message when no record exists:add a subscriber recorder into the database-->add a subscriber recorder into the database:error message,EI,2,5,1,4,0,boundary->control->control->control->control
19,User:subscribe bar on website-->subscribe bar on website:check email redundancy-->check email redundancy:display error message when no record exists-->display error message when no record exists:add a subscriber recorder into the database-->add a subscriber recorder into the database:shwo success message,EI,2,5,1,4,0,boundary->control->control->control->control
20,User:subscribe bar on website-->subscribe bar on website:check email redundancy-->check email redundancy:display error message when no record exists-->display error message when no record exists:No record exist message,EI,1,4,1,3,0,boundary->control->control->control
21,User:the email has already subscribed message,EQ,0,1,0,1,0,control
22,User:No record exist message,EQ,0,1,0,1,0,control
23,User:shwo success message,EQ,0,1,0,1,0,control
24,User:Success message,EQ,0,1,0,1,0,control
25,User:upload fail message,EQ,0,1,0,1,0,control
26,User:"case study" form,EQ,0,1,0,1,0,control
27,User:"Add Case Studies" button-->"Add Case Studies" button:Show "Case Study" form-->Show "Case Study" form:upload file-->upload file:upload fail message,EO,2,4,2,2,0,control->control->boundary->boundary
28,User:"Add Case Studies" button-->"Add Case Studies" button:Show "Case Study" form-->Show "Case Study" form:upload file-->upload file:Create a new record of case study in db-->Create a new record of case study in db:Success message,EQ,2,5,1,4,0,control->control->boundary->control->control
29,User:"Add Case Studies" button-->"Add Case Studies" button:Show "Case Study" form-->Show "Case Study" form:upload file-->upload file:Create a new record of case study in db-->Create a new record of case study in db:Case study db,EQ,1,5,1,4,0,control->control->boundary->control->control
30,User:"Add Case Studies" button-->"Add Case Studies" button:Show "Case Study" form-->Show "Case Study" form:upload file-->upload file:"case study" form,EQ,2,4,1,3,0,control->control->boundary->control
31,User:"Add Case Studies" button-->"Add Case Studies" button:Show "Case Study" form-->Show "Case Study" form:"Add Case Studies" button-->"Add Case Studies" button:Show "Case Study" form,EQ,0,4,0,4,0,control->control->control->control
32,User:"upload" button-->"upload" button:Display "select files" box-->Display "select files" box:check file validity-->check file validity:Transmit the file-->Transmit the file:Show the uploaded file's link-->Show the uploaded file's link:Uploaded file's link,EQ,2,6,6,0,0,boundary->boundary->boundary->boundary->boundary->boundary
33,User:"upload" button-->"upload" button:Display "select files" box-->Display "select files" box:check file validity-->check file validity:Transmit the file-->Transmit the file:Micro Website management,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
34,User:"upload" button-->"upload" button:Display "select files" box-->Display "select files" box:"upload" button-->"upload" button:Display "select files" box,EQ,0,4,4,0,0,boundary->boundary->boundary->boundary
35,User:"upload" button-->"upload" button:Display "select files" box-->Display "select files" box:"select files" box-->"select files" box:Micro Website management,EQ,1,4,3,1,0,boundary->boundary->control->boundary
36,User:Uploaded file's link,EQ,0,1,1,0,0,boundary
37,User:Micro Website management,EQ,0,1,1,0,0,boundary
38,User:"select files" box-->"select files" box:Micro Website management,EO,0,2,1,1,0,control->boundary
39,User:failure message,EQ,0,1,0,1,0,control
40,User:View Market Director Accounts Page,EQ,0,1,1,0,0,boundary
41,User:username exists message,EQ,1,1,0,1,0,control
42,User:Username exists message,EQ,1,1,0,1,0,control
43,User:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:User Info,EI,2,3,2,1,0,boundary->boundary->control
44,User:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:username exists message,EI,3,5,3,2,0,boundary->boundary->boundary->control->control
45,User:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Username exists message,EI,3,5,3,2,0,boundary->boundary->boundary->control->control
46,User:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Check input format and record redundancy,EI,2,5,3,2,0,boundary->boundary->boundary->control->control
47,User:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Add new marketing director account to db-->Add new marketing director account to db:Redirect to View Market director accounts page-->Redirect to View Market director accounts page:View Market Director Accounts Page,EQ,3,7,6,1,0,boundary->boundary->boundary->control->boundary->boundary->boundary
48,User:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Add new marketing director account to db-->Add new marketing director account to db:Redirect to View Market director accounts page-->Redirect to View Market director accounts page:Direct Account DB,EQ,3,7,6,1,0,boundary->boundary->boundary->control->boundary->boundary->boundary
49,User:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:"create account" button-->"create account" button:Redict to an empty marketing director account form,EQ,2,4,4,0,0,boundary->boundary->boundary->boundary
50,User:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:username exists message,EI,1,3,1,2,0,boundary->control->control
51,User:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Username exists message,EI,1,3,1,2,0,boundary->control->control
52,User:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Check input format and record redundancy,EI,0,3,1,2,0,boundary->control->control
53,User:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Add new marketing director account to db-->Add new marketing director account to db:Redirect to View Market director accounts page-->Redirect to View Market director accounts page:View Market Director Accounts Page,EQ,1,5,4,1,0,boundary->control->boundary->boundary->boundary
54,User:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Add new marketing director account to db-->Add new marketing director account to db:Redirect to View Market director accounts page-->Redirect to View Market director accounts page:Direct Account DB,EQ,1,5,4,1,0,boundary->control->boundary->boundary->boundary
55,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:User Info,EI,2,3,2,1,0,boundary->boundary->control
56,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:username exists message,EI,3,5,3,2,0,boundary->boundary->boundary->control->control
57,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Username exists message,EI,3,5,3,2,0,boundary->boundary->boundary->control->control
58,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Check input format and record redundancy,EI,2,5,3,2,0,boundary->boundary->boundary->control->control
59,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Add new marketing director account to db-->Add new marketing director account to db:Redirect to View Market director accounts page-->Redirect to View Market director accounts page:View Market Director Accounts Page,EQ,3,7,6,1,0,boundary->boundary->boundary->control->boundary->boundary->boundary
60,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Add new marketing director account to db-->Add new marketing director account to db:Redirect to View Market director accounts page-->Redirect to View Market director accounts page:Direct Account DB,EQ,3,7,6,1,0,boundary->boundary->boundary->control->boundary->boundary->boundary
61,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:"create account" button,EQ,2,5,5,0,0,boundary->boundary->boundary->boundary->boundary
62,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:User Info,EI,3,5,4,1,0,boundary->boundary->boundary->boundary->control
63,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:username exists message,EI,4,7,5,2,0,boundary->boundary->boundary->boundary->boundary->control->control
64,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Username exists message,EI,4,7,5,2,0,boundary->boundary->boundary->boundary->boundary->control->control
65,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Check input format and record redundancy,EI,3,7,5,2,0,boundary->boundary->boundary->boundary->boundary->control->control
66,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Add new marketing director account to db-->Add new marketing director account to db:Redirect to View Market director accounts page-->Redirect to View Market director accounts page:View Market Director Accounts Page,EQ,4,9,8,1,0,boundary->boundary->boundary->boundary->boundary->control->boundary->boundary->boundary
67,Timer:idle for 30 or more minutes-->idle for 30 or more minutes:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:"create account" button-->"create account" button:Redict to an empty marketing director account form-->Redict to an empty marketing director account form:Marketing Director Account form-->Marketing Director Account form:check input format and record redundancy-->check input format and record redundancy:Add new marketing director account to db-->Add new marketing director account to db:Redirect to View Market director accounts page-->Redirect to View Market director accounts page:Direct Account DB,EQ,4,9,8,1,0,boundary->boundary->boundary->boundary->boundary->control->boundary->boundary->boundary
68,User:emailing page-->emailing page:Redirect to an empty  "micro website" form-->Redirect to an empty  "micro website" form:"Micro website" form-->"Micro website" form:Check file format and required field-->Check file format and required field:failure message,EQ,2,5,0,3,2,control->entity->entity->control->control
69,User:emailing page-->emailing page:Redirect to an empty  "micro website" form-->Redirect to an empty  "micro website" form:"Micro website" form-->"Micro website" form:View Market Director Accounts Page,EQ,1,4,0,2,2,control->entity->entity->control
70,User:"Create Micro Website" Button-->"Create Micro Website" Button:Redirect to an empty "micro website" form-->Redirect to an empty "micro website" form:"micro website" form-->"micro website" form:Redirect to emailing page-->Redirect to emailing page:emailing page-->emailing page:Redirect to an empty  "micro website" form-->Redirect to an empty  "micro website" form:"Micro website" form-->"Micro website" form:Check file format and required field-->Check file format and required field:failure message,EQ,6,9,0,4,5,entity->entity->entity->control->control->entity->entity->control->control
71,User:"Create Micro Website" Button-->"Create Micro Website" Button:Redirect to an empty "micro website" form-->Redirect to an empty "micro website" form:"micro website" form-->"micro website" form:Redirect to emailing page-->Redirect to emailing page:emailing page-->emailing page:Redirect to an empty  "micro website" form-->Redirect to an empty  "micro website" form:"Micro website" form-->"Micro website" form:View Market Director Accounts Page,EQ,5,8,0,3,5,entity->entity->entity->control->control->entity->entity->control
72,User:"Create Micro Website" Button-->"Create Micro Website" Button:Redirect to an empty "micro website" form-->Redirect to an empty "micro website" form:"Create Micro Website" Button-->"Create Micro Website" Button:Redirect to an empty "micro website" form,EQ,4,4,0,0,4,entity->entity->entity->entity
73,User:"micro website" form-->"micro website" form:Redirect to emailing page-->Redirect to emailing page:emailing page-->emailing page:Redirect to an empty  "micro website" form-->Redirect to an empty  "micro website" form:"Micro website" form-->"Micro website" form:Check file format and required field-->Check file format and required field:failure message,EQ,3,7,0,4,3,entity->control->control->entity->entity->control->control
74,User:"micro website" form-->"micro website" form:Redirect to emailing page-->Redirect to emailing page:emailing page-->emailing page:Redirect to an empty  "micro website" form-->Redirect to an empty  "micro website" form:"Micro website" form-->"Micro website" form:View Market Director Accounts Page,EQ,2,6,0,3,3,entity->control->control->entity->entity->control
75,User:Confirmation box-->Confirmation box:Check user exist or invalid username-->Check user exist or invalid username:not exist or invlide username.,EQ,1,3,0,3,0,control->control->control
76,User:Confirmation box-->Confirmation box:Check user exist or invalid username-->Check user exist or invalid username:Redirect to view market director accounts page-->Redirect to view market director accounts page:View Market Director Accounts Page,EO,1,4,2,2,0,control->control->boundary->boundary
77,User:Confirmation box-->Confirmation box:Check user exist or invalid username-->Check user exist or invalid username:Redirect to view market director accounts page-->Redirect to view market director accounts page:Direct Account DB,EO,1,4,2,2,0,control->control->boundary->boundary
78,User:Confirmation box-->Confirmation box:Cancel-->Cancel:View Market Director Accounts Page,EO,1,3,1,2,0,control->control->boundary
79,User:not exist or invlide username.,EQ,0,1,0,1,0,control
80,User:Delete marketing Director Account form-->Delete marketing Director Account form:Popup Confirmation box-->Popup Confirmation box:Confirmation box-->Confirmation box:Check user exist or invalid username-->Check user exist or invalid username:not exist or invlide username.,EI,3,5,1,4,0,boundary->control->control->control->control
81,User:Delete marketing Director Account form-->Delete marketing Director Account form:Popup Confirmation box-->Popup Confirmation box:Confirmation box-->Confirmation box:Check user exist or invalid username-->Check user exist or invalid username:Redirect to view market director accounts page-->Redirect to view market director accounts page:View Market Director Accounts Page,EQ,3,6,3,3,0,boundary->control->control->control->boundary->boundary
82,User:Delete marketing Director Account form-->Delete marketing Director Account form:Popup Confirmation box-->Popup Confirmation box:Confirmation box-->Confirmation box:Check user exist or invalid username-->Check user exist or invalid username:Redirect to view market director accounts page-->Redirect to view market director accounts page:Direct Account DB,EQ,3,6,3,3,0,boundary->control->control->control->boundary->boundary
83,User:Delete marketing Director Account form-->Delete marketing Director Account form:Popup Confirmation box-->Popup Confirmation box:Confirmation box-->Confirmation box:Cancel-->Cancel:View Market Director Accounts Page,EQ,3,5,2,3,0,boundary->control->control->control->boundary
84,User:Delete marketing Director Account form-->Delete marketing Director Account form:Popup Confirmation box-->Popup Confirmation box:Check user exist or invalid username-->Check user exist or invalid username:not exist or invlide username.,EI,2,4,1,3,0,boundary->control->control->control
