id,transaction,useCase,transactional,TL, DETs, TD, Arch_Diff
1,stl#Case Manager:list of cases->Case Manager:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,6,0,5,30
2,stl#Case Manager:list of cases->Case Manager:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,6,0,3.8,22.799999999999997
3,stl#Case Manager:list of cases->Case Manager:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,10,0,8.555555555555555,85.55555555555556
4,stl#Case Manager:list of cases->Case Manager:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,9,0,7.625,68.625
5,stl#Case Manager:list of cases->Case Manager:list of cases->list of cases:query detail of a case->query detail of a case:case,Edit case,CTRL,4,0,3.6666666666666665,14.666666666666666
6,stl#Case Manager:informatin invalid error message->Case Manager:informatin invalid error message,Edit case,CTRL,2,0,8,16
7,stl#Case Manager:unauthorized error message->Case Manager:unauthorized error message,Edit case,CTRL,2,0,8,16
8,stl#Case Manager:document upload page->Case Manager:document upload page->document upload page:validate role->validate role:unauthorized error message,Edit case,CTRL,4,0,5.333333333333333,21.333333333333332
9,stl#Case Manager:document upload page->Case Manager:document upload page->document upload page:validate role->validate role:role,Edit case,CTRL,4,0,3.3333333333333335,13.333333333333334
10,stl#Case Manager:document upload page->Case Manager:document upload page->document upload page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,8,0,9.714285714285714,77.71428571428571
11,stl#Case Manager:document upload page->Case Manager:document upload page->document upload page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,7,0,8.666666666666666,60.666666666666664
12,stl#Case Manager:case information page->Case Manager:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,4,0,6,24
13,stl#Case Manager:case information page->Case Manager:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,4,0,4,16
14,stl#Case Manager:case information page->Case Manager:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,8,0,10,80
15,stl#Case Manager:case information page->Case Manager:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,7,0,9,63
16,stl#Case Manager:case information edit page->Case Manager:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,5,0,12,60
17,stl#Case Manager:case information edit page->Case Manager:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,4,0,10.666666666666666,42.666666666666664
18,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,4,0,6,24
19,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,4,0,4,16
20,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,8,0,10,80
21,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,7,0,9,63
22,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,6,0,5,30
23,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,6,0,3.8,22.799999999999997
24,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,10,0,8.555555555555555,85.55555555555556
25,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,9,0,7.625,68.625
26,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case,Edit case,CTRL,4,0,3.6666666666666665,14.666666666666666
27,stl#Administrator:case information edit page->Administrator:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,5,0,12,60
28,stl#Administrator:case information edit page->Administrator:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,4,0,10.666666666666666,42.666666666666664
29,stl#Administrator:unauthorized error message->Administrator:unauthorized error message,Edit case,CTRL,2,0,8,16
30,stl#Administrator:informatin invalid error message->Administrator:informatin invalid error message,Edit case,CTRL,2,0,8,16
31,stl#Administrator:unauthorized error message->Administrator:unauthorized error message,Edit case,CTRL,2,0,8,16
32,stl#Administrator:case information edit page->Administrator:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,5,0,12,60
33,stl#Administrator:case information edit page->Administrator:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,4,0,10.666666666666666,42.666666666666664
34,stl#Administrator:document upload page->Administrator:document upload page->document upload page:validate role->validate role:unauthorized error message,Edit case,CTRL,4,0,5.333333333333333,21.333333333333332
35,stl#Administrator:document upload page->Administrator:document upload page->document upload page:validate role->validate role:role,Edit case,CTRL,4,0,3.3333333333333335,13.333333333333334
36,stl#Administrator:document upload page->Administrator:document upload page->document upload page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,8,0,9.714285714285714,77.71428571428571
37,stl#Administrator:document upload page->Administrator:document upload page->document upload page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,7,0,8.666666666666666,60.666666666666664
38,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,6,0,5,30
39,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,6,0,3.8,22.799999999999997
40,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,10,0,8.555555555555555,85.55555555555556
41,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,9,0,7.625,68.625
42,stl#Administrator:list of cases->Administrator:list of cases->list of cases:query detail of a case->query detail of a case:case,Edit case,CTRL,4,0,3.6666666666666665,14.666666666666666
43,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:unauthorized error message,Edit case,TRAN_NA,4,0,6,24
44,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:role,Edit case,TRAN_NA,4,0,4,16
45,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:save case update information->save case update information:case information,Edit case,TRAN_NA,8,0,10,80
46,stl#Administrator:case information page->Administrator:case information page->case information page:validate role->validate role:display information edit page->display information edit page:case information edit page->case information edit page:validate input information->validate input information:informatin invalid error message,Edit case,TRAN_NA,7,0,9,63
