id,element,useCase,type,component
1,vendor:registration page,Submit vendor registration,boundary,Buyer Registration Form
2,vendor:main page,Submit vendor registration,entity,$help://domain_model_pattern.htm
3,vendor:invalid info message,Submit vendor registration,boundary,Medical Create Form
4,add user info:main page,Submit vendor registration,entity,$help://domain_model_pattern.htm
5,add user info:user info,Submit vendor registration,entity,notifyuser
6,verify user info:add user info,Submit vendor registration,entity,notifyuser
7,verify user info:invalid info message,Submit vendor registration,boundary,Medical Create Form
8,registration page:verify user info,Submit vendor registration,entity,notifyuser
9,stl#vendor:registration page,Submit vendor registration,Stimulus,undefined
10,stl#vendor:main page,Submit vendor registration,Stimulus,undefined
11,stl#vendor:invalid info message,Submit vendor registration,Stimulus,undefined
