id,element,useCase,type,component
1,User:Add provider button,Add New Provider,actor,Addproviderbutton
2,User:provider information input page,Add New Provider,actor,Addproviderbutton
3,User:Provider created success message,Add New Provider,actor,Addproviderbutton
4,Add provider button:Display provider add page,Add New Provider,actor,Addproviderbutton
5,Display provider add page:provider information input page,Add New Provider,actor,Addproviderbutton
6,create a new provider:Provider,Add New Provider,actor,Addproviderbutton
7,Provider created success message:Update provider rating information,Add New Provider,actor,Addproviderbutton
8,create a new provider:Provider created success message,Add New Provider,actor,Addproviderbutton
9,Update provider rating information:Rating,Add New Provider,entity,Rating
10,provider information input page:create a new provider,Add New Provider,actor,Addproviderbutton
11,stl#User:Add provider button,Add New Provider,Stimulus,undefined
12,stl#User:provider information input page,Add New Provider,Stimulus,undefined
13,stl#User:Provider created success message,Add New Provider,Stimulus,undefined
14,User:Error message for update failure,Edit Consumer Profile,boundary,Errormessageforupdatefailure
15,User:User profile page,Edit Consumer Profile,control,profile
16,verify input message:Error message for update failure,Edit Consumer Profile,boundary,Errormessageforupdatefailure
17,User profile page:verify input message,Edit Consumer Profile,boundary,Errormessageforupdatefailure
18,save udpated profile:profile,Edit Consumer Profile,control,profile
19,verify input message:save udpated profile,Edit Consumer Profile,control,profile
20,stl#User:Error message for update failure,Edit Consumer Profile,Stimulus,undefined
21,stl#User:User profile page,Edit Consumer Profile,Stimulus,undefined
22,User:follow/unfollow button,Follow/unfollow a provider,actor,Addproviderbutton
23,User:Confirm dialog,Follow/unfollow a provider,control,Confirmdialog
24,User:Search provide page,Follow/unfollow a provider,actor,Addproviderbutton
25,Confirm dialog:Update subscription information,Follow/unfollow a provider,entity,Subscription
26,Popup confirm diagram:Confirm dialog,Follow/unfollow a provider,control,Confirmdialog
27,Display all provider based on criteria:follow/unfollow button,Follow/unfollow a provider,actor,Addproviderbutton
28,Display all provider based on criteria:Provider,Follow/unfollow a provider,actor,Addproviderbutton
29,Search provide page:Display all provider based on criteria,Follow/unfollow a provider,actor,Addproviderbutton
30,Popup confirm diagram:Redirect to search page,Follow/unfollow a provider,control,Redirecttosearchpage
31,follow/unfollow button:Popup confirm diagram,Follow/unfollow a provider,control,Confirmdialog
32,Redirect to search page:Search provide page,Follow/unfollow a provider,control,Redirecttosearchpage
33,Update subscription information:Subscription,Follow/unfollow a provider,entity,Subscription
34,stl#User:follow/unfollow button,Follow/unfollow a provider,Stimulus,undefined
35,stl#User:Confirm dialog,Follow/unfollow a provider,Stimulus,undefined
36,stl#User:Search provide page,Follow/unfollow a provider,Stimulus,undefined
37,send email including credential:Email Protocol,Login,actor,Addproviderbutton
38,User:Forgotten username or password link,Login,boundary,Errormessageforupdatefailure
39,User:Invalid information error message,Login,boundary,Errormessageforupdatefailure
40,User:My account page,Login,control,Redirecttosearchpage
41,User:Login page,Login,control,Redirecttosearchpage
42,Forgotten username or password link:send email including credential,Login,control,sendemailincludingcredential
43,Invalid information error message:redirect to login page,Login,control,Redirecttosearchpage
44,verify user information:Invalid information error message,Login,boundary,Errormessageforupdatefailure
45,Login page:verify user information,Login,entity,User
46,redirect to login page:Login page,Login,control,Redirecttosearchpage
47,verify user information:My account page,Login,control,Redirecttosearchpage
48,verify user information:user info,Login,entity,User
49,stl#User:Forgotten username or password link,Login,Stimulus,undefined
50,stl#User:Invalid information error message,Login,Stimulus,undefined
51,stl#User:My account page,Login,Stimulus,undefined
52,stl#User:Login page,Login,Stimulus,undefined
53,User:check requests button,Maintain the system,boundary,requestlist
54,User:request list,Maintain the system,boundary,requestlist
55,User:request status is successfully updated.,Maintain the system,boundary,requestlist
56,update status of requests:Request,Maintain the system,boundary,requestlist
57,load requests:Request,Maintain the system,boundary,requestlist
58,check requests button:load requests,Maintain the system,boundary,requestlist
59,load requests:request list,Maintain the system,boundary,requestlist
60,request list:update status of requests,Maintain the system,boundary,requestlist
61,update status of requests:request status is successfully updated.,Maintain the system,boundary,requestlist
62,stl#User:check requests button,Maintain the system,Stimulus,undefined
63,stl#User:request list,Maintain the system,Stimulus,undefined
64,stl#User:request status is successfully updated.,Maintain the system,Stimulus,undefined
