id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,User:Add provider button-->Add provider button:Display provider add page-->Display provider add page:provider information input page-->provider information input page:create a new provider-->create a new provider:Provider,Add New Provider,5,0,0,0,5
2,User:Add provider button-->Add provider button:Display provider add page-->Display provider add page:provider information input page-->provider information input page:create a new provider-->create a new provider:Provider created success message-->Provider created success message:Update provider rating information-->Update provider rating information:Rating,Add New Provider,7,0,0,1,6
3,User:provider information input page-->provider information input page:create a new provider-->create a new provider:Provider,Add New Provider,3,0,0,0,3
4,User:provider information input page-->provider information input page:create a new provider-->create a new provider:Provider created success message-->Provider created success message:Update provider rating information-->Update provider rating information:Rating,Add New Provider,5,0,0,1,4
5,User:Provider created success message-->Provider created success message:Update provider rating information-->Update provider rating information:Rating,Add New Provider,3,0,0,1,2
6,User:Error message for update failure,Edit Consumer Profile,1,1,0,0,0
7,User:User profile page-->User profile page:verify input message-->verify input message:Error message for update failure,Edit Consumer Profile,3,2,1,0,0
8,User:User profile page-->User profile page:verify input message-->verify input message:save udpated profile-->save udpated profile:profile,Edit Consumer Profile,4,1,3,0,0
9,User:follow/unfollow button-->follow/unfollow button:Popup confirm diagram-->Popup confirm diagram:Confirm dialog-->Confirm dialog:Update subscription information-->Update subscription information:Subscription,Follow/unfollow a provider,5,0,2,2,1
10,User:follow/unfollow button-->follow/unfollow button:Popup confirm diagram-->Popup confirm diagram:Redirect to search page-->Redirect to search page:Search provide page-->Search provide page:Display all provider based on criteria-->Display all provider based on criteria:follow/unfollow button-->follow/unfollow button:Popup confirm diagram,Follow/unfollow a provider,7,0,4,0,3
11,User:follow/unfollow button-->follow/unfollow button:Popup confirm diagram-->Popup confirm diagram:Redirect to search page-->Redirect to search page:Search provide page-->Search provide page:Display all provider based on criteria-->Display all provider based on criteria:Provider,Follow/unfollow a provider,6,0,3,0,3
12,User:Confirm dialog-->Confirm dialog:Update subscription information-->Update subscription information:Subscription,Follow/unfollow a provider,3,0,1,2,0
