id,transaction,useCase,transactional, TL, DETs, TD, Arch_Diff
1,stl#User:Build button->User:Build button->Build button:compile C/C++->compile C/C++:Compiling success message,Compile,TRAN_NA,4,3,2.3333333333333335,9.333333333333334
2,stl#User:Build button->User:Build button->Build button:compile C/C++->compile C/C++:Compiling progress bar,Compile,TRAN_NA,4,4,2,8
3,stl#User:Compiling success message->User:Compiling success message,Compile,CTRL,2,1,3,6
4,stl#User:Compiling success message->User:Compiling success message,Compile,EXTCLL,2,1,3,6
5,stl#User:Compiling success message->User:Compiling success message,Compile,INT,2,1,3,6
6,stl#User:Compiling progress bar->User:Compiling progress bar,Compile,CTRL,2,2,2,4
1,stl#User:navigation instruction create panel->User:navigation instruction create panel->navigation instruction create panel:display the dragged and dropped navigation instructions->display the dragged and dropped navigation instructions:popup parameter change dialog->popup parameter change dialog:parameter set dialog->parameter set dialog:change the parameters of the elements->change the parameters of the elements:save parameters->save parameters:instructions,Create Navigation Instructions,TRAN_NA,8,7,2.5714285714285716,20.571428571428573
2,stl#User:navigation instruction create panel->User:navigation instruction create panel->navigation instruction create panel:display the dragged and dropped navigation instructions->display the dragged and dropped navigation instructions:popup parameter change dialog->popup parameter change dialog:parameter set dialog->parameter set dialog:change the parameters of the elements->change the parameters of the elements:save parameters->save parameters:Program is updated message,Create Navigation Instructions,TRAN_NA,8,8,3.142857142857143,25.142857142857142
3,stl#User:Program is updated message->User:Program is updated message,Create Navigation Instructions,CTRL,2,1,5,10
4,stl#User:parameter set dialog->User:parameter set dialog->parameter set dialog:change the parameters of the elements->change the parameters of the elements:save parameters->save parameters:instructions,Create Navigation Instructions,CTRL,5,4,2.25,11.25
5,stl#User:parameter set dialog->User:parameter set dialog->parameter set dialog:change the parameters of the elements->change the parameters of the elements:save parameters->save parameters:instructions,Create Navigation Instructions,EXTCLL,5,4,2.25,11.25
6,stl#User:parameter set dialog->User:parameter set dialog->parameter set dialog:change the parameters of the elements->change the parameters of the elements:save parameters->save parameters:instructions,Create Navigation Instructions,INT,5,4,2.25,11.25
7,stl#User:parameter set dialog->User:parameter set dialog->parameter set dialog:change the parameters of the elements->change the parameters of the elements:save parameters->save parameters:Program is updated message,Create Navigation Instructions,CTRL,5,5,3.25,16.25
1,stl#User:Program is updated message->User:Program is updated message,Create light instructions,CTRL,2,1,5,10
