id,path,transactional,path_length,diagram,useCase
1,User->checkin page->Rest cal for validating checkin information->Neon CRM,CTRL,4,Onsite user checkin,Onsite user checkin
2,User->checkin page->Rest cal for validating checkin information->Neon CRM,EXTIVK,4,Onsite user checkin,Onsite user checkin
3,User->Invalid checkin information->save checkin information->Checkin information,CTRL,4,Onsite user checkin,Onsite user checkin
4,User->Invalid checkin information->save checkin information->Checkin information,DM,4,Onsite user checkin,Onsite user checkin
5,User->Invalid checkin information->save checkin information->Checkin information,EI,4,Onsite user checkin,Onsite user checkin
6,User->Checkin button->display checkin page->checkin page,CTRL,4,Onsite user checkin,Onsite user checkin
7,User->Checkin button->display checkin page->checkin page,INT,4,Onsite user checkin,Onsite user checkin
8,Neon CRM->Invalid checkin information->save checkin information->Checkin information,CTRL,4,Onsite user checkin,Onsite user checkin
9,Neon CRM->Invalid checkin information->save checkin information->Checkin information,DM,4,Onsite user checkin,Onsite user checkin
10,Neon CRM->Invalid checkin information->save checkin information->Checkin information,EI,4,Onsite user checkin,Onsite user checkin
