id,element,useCase,type,component
1,User:add to cart button,Add item to cart,boundary,addtocartbutton
2,add to cart button:adding product in buying list,Add item to cart,actor,Buyer Profile
3,adding product in buying list:buying list,Add item to cart,boundary,Buyer Registration Form
4,stl#User:add to cart button,Add item to cart,Stimulus,undefined
5,Admin:list of vendors,Admin email vendor,control,Vendor Registration Form
6,send email:Email protocol,Admin email vendor,actor,Buyer Profile
7,list of vendors:query vendor email,Admin email vendor,control,Vender Registration Form
8,query vendor email:send email,Admin email vendor,control,System Boundary
9,query vendor email:vendor,Admin email vendor,control,Vendor Registration Form
10,stl#Admin:list of vendors,Admin email vendor,Stimulus,undefined
11,Admin:Vendor approve page,Approve new vendors,control,Vendor Registration Form
12,Admin:vendor already exists message,Approve new vendors,control,Vendor Registration Form
13,send email with unique code:Email protocol,Approve new vendors,control,sendemailwithuniquecode
14,Vendor approve page:add vendor into list,Approve new vendors,control,Vendor Registration Form
15,add vendor into list:vendor already exists message,Approve new vendors,control,Vendor Registration Form
16,add vendor into list:vendor,Approve new vendors,control,Vendor Registration Form
17,add vendor into list:send email with unique code,Approve new vendors,control,sendemailwithuniquecode
18,stl#Admin:Vendor approve page,Approve new vendors,Stimulus,undefined
19,stl#Admin:vendor already exists message,Approve new vendors,Stimulus,undefined
20,Admin:update of product message,Approve pending product,control,changeproductstatus
21,Admin:product list,Approve pending product,control,changeproductstatus
22,Admin:products tab,Approve pending product,control,changeproductstatus
23,Admin:product detail,Approve pending product,control,changeproductstatus
24,change product status:product,Approve pending product,control,changeproductstatus
25,change product status:notify update of product,Approve pending product,control,changeproductstatus
26,product detail:change product status,Approve pending product,control,changeproductstatus
27,notify update of product:update of product message,Approve pending product,control,changeproductstatus
28,redirect to all product lists:product,Approve pending product,control,changeproductstatus
29,query product detail:product,Approve pending product,control,changeproductstatus
30,query product detail:product detail,Approve pending product,control,changeproductstatus
31,product list:query product detail,Approve pending product,control,changeproductstatus
32,redirect to all product lists:product list,Approve pending product,control,changeproductstatus
33,products tab:redirect to all product lists,Approve pending product,control,changeproductstatus
34,stl#Admin:update of product message,Approve pending product,Stimulus,undefined
35,stl#Admin:product list,Approve pending product,Stimulus,undefined
36,stl#Admin:products tab,Approve pending product,Stimulus,undefined
37,stl#Admin:product detail,Approve pending product,Stimulus,undefined
38,Admin:unshipped orders button,Check order,control,Order
39,Admin:list of unshipped orders,Check order,control,Order
40,query list of unshipped orders:list of unshipped orders,Check order,control,Order
41,query list of unshipped orders:orders,Check order,control,Order
42,unshipped orders button:query list of unshipped orders,Check order,control,Order
43,stl#Admin:unshipped orders button,Check order,Stimulus,undefined
44,stl#Admin:list of unshipped orders,Check order,Stimulus,undefined
45,Buyer:order detail,Check out,control,Order
46,Buyer:payment method page,Check out,boundary,Comment
47,Buyer:payment info page,Check out,boundary,Comment
48,third party payment:receive receipt,Check out,entity,receivereceipt
