id,element,useCase,type,component
1,User : type in new information of donation,delete user,control,Donation information Profile
2,User :click "edit" button,delete user,boundary,Clicksubmit
3,User :Homepage,delete user,boundary,Homepage
4,User :click donation id,delete user,control,Donation information Profile
5,User :click on submit,delete user,boundary,Clicksubmit
6, type in new information of donation:type in new information of donation,delete user,control,Donation information Profile
7, type in new information of donation:Check manager��s authority,delete user,boundary,Homepage
8,Check manager��s authority:user db,delete user,entity,Userdb
9,Check manager��s authority:add contacts into Salesforce,delete user,control,Contacts information profile
10,Check manager��s authority:Manager��s authority approved,delete user,control,Donation information Profile
11,type in new information of donation:Check manager��s authority,delete user,boundary,Homepage
12,click on submit:Check manager��s authority,delete user,boundary,Homepage
13,Display a text field for input:Check manager��s authority,delete user,boundary,Homepage
14,Display a text field for input:type in new information of donation,delete user,control,Donation information Profile
15,click "edit" button:Display a text field for input,delete user,boundary,mass mailing template
16,click donation id:Display a text field for input,delete user,boundary,mass mailing template
17,update donation information in Salesforce:Homepage,delete user,boundary,Homepage
18,add contacts into Salesforce:Homepage,delete user,boundary,Homepage
19,click "edit" button:type in new information of donation,delete user,control,Donation information Profile
20,stl#User : type in new information of donation,delete user,Stimulus,undefined
21,stl#User :click "edit" button,delete user,Stimulus,undefined
22,stl#User :Homepage,delete user,Stimulus,undefined
23,stl#User :click donation id,delete user,Stimulus,undefined
24,stl#User :click on submit,delete user,Stimulus,undefined
