id,element,useCase,type,component
1,User:Homepage,Provide feedback/testimonial,boundary,Homepage
2,User:Fill the fields,Provide feedback/testimonial,boundary,fillinfieldasrequired
3,User:Click on ��feedback/testimonials��,Provide feedback/testimonial,entity,Testimonial
4,User:Click on post testimonial,Provide feedback/testimonial,entity,Testimonial
5,Click on post testimonial:Validates field,Provide feedback/testimonial,boundary,fillinfieldasrequired
6,Click on ��feedback/testimonials��:Testimonial page displayed,Provide feedback/testimonial,entity,Testimonial
7,Display the testimonial page with the recent added first:Homepage,Provide feedback/testimonial,boundary,Homepage
8,Saves in database:Display the testimonial page with the recent added first,Provide feedback/testimonial,entity,Testimonial
9,Fill the fields:Validates field,Provide feedback/testimonial,boundary,fillinfieldasrequired
10,Validates field:Saves in database,Provide feedback/testimonial,control,Savesindatabase
11,Testimonial page displayed:Validates field,Provide feedback/testimonial,boundary,fillinfieldasrequired
12,Validates field:feedback db,Provide feedback/testimonial,entity,feedbackdb
13,stl#User:Homepage,Provide feedback/testimonial,Stimulus,undefined
14,stl#User:Fill the fields,Provide feedback/testimonial,Stimulus,undefined
15,stl#User:Click on ��feedback/testimonials��,Provide feedback/testimonial,Stimulus,undefined
16,stl#User:Click on post testimonial,Provide feedback/testimonial,Stimulus,undefined
