NUM,PROJ,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,Type,Effort_Norm,Norm_Factor,KSLOC,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,NOCH,DIT,CBO,NIVPC,NUMS,NCI,NCIF,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,f14a_cash_doctor,58,20,131,0,0,88,10,17,100,35,0,17,17,0,0,0,0,0,0,0,0,0,5,0,2.0588235294117645,0,0,0,0,2.0588235294117645,0,0,0,0,6,0,6,0,6,52,6,26,4.523271080928127,117.6050481041313,Unknown,NA,NA,NA,NA,0,1,1,1,4,5,0,0,120,120,155,158,177,155,158,177,0,35,0,0,0,0,10,0,0,0,0,0,2.0588235294117645,0,0,0,0,17,0,0,0,0,0,0,0,5,17,0,0,10,0,0,0,0,17,0,0,0,0,0,35,0,0,0,2.0588235294117645,0,0,17,2.0588235294117645,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\f14a_cash_doctor/2018-7-14@1534296742455\transactionEvaluation.csv
1,f14a_gotrla,112,20,175,0,0,32,134,21,133,80,0,21,21,0,0,0,0,0,0,0,0,0,10,0,3.8095238095238093,0,0,0,0,3.8095238095238093,0,0,1,0,13,1,35,0,14,77,35,15.742857142857142,7.191956488812346,113.22194358101721,Unknown,NA,NA,NA,NA,0,1,1,0,0,10,0,0,150,150,135,141,158,135,141,158,0,80,0,0,0,0,10,0,0,0,0,0,3.8095238095238093,0,0,0,0,21,0,0,0,0,0,0,0,9,21,0,0,10,0,0,0,0,21,0,0,0,0,0,80,0,0,0,3.8095238095238093,0,0,21,3.8095238095238093,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\f14a_gotrla/2018-7-14@1534296742455\transactionEvaluation.csv
1,F14a_black_professionals_net,488,52,499,0,0,130,320,46,381,98,78,46,46,0,0,0,0,97,0,0,0,78,4,1.6956521739130435,2.130434782608696,2.108695652173913,0,0,0,2.130434782608696,7.1999999999999975,0,21,0,26,21,105,0,47,383,105,32.99047619047619,7.779874987442663,256.6617805381084,Unknown,NA,NA,NA,NA,0,1,1,0,6,20,0,0,360,360,350,378,364,350,378,364,0,98,0,78,78,0,26,7.1999999999999975,1.6956521739130435,0,0,0,2.130434782608696,0,0,0,0,46,0.15652173913043474,0,0,0,0,0,0,18,46,0,0,26,0,0,0,0,46,0,0,0,78,97,98,0,1.6956521739130435,2.108695652173913,2.130434782608696,0,0,46,2.130434782608696,0,0,0,0,2.108695652173913,78,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\F14a_black_professionals_net/2018-7-14@1534296742448\transactionEvaluation.csv
1,f14a_e_lock_box,450,32,519,0,0,128,220,42,351,161,0,42,42,0,0,0,0,0,0,0,0,0,32,0,3.8333333333333335,0,0,0,0,3.8333333333333335,0,0,42,0,44,42,106,0,86,344,106,21.547169811320753,5.877137263847392,126.63567462856078,Unknown,NA,NA,NA,NA,0,1,1,0,0,16,0,0,240,240,240,268,270,240,268,270,0,161,0,0,0,0,16,0,0,0,0,0,3.8333333333333335,0,0,0,0,42,0,0,0,0,0,0,0,39,42,0,0,16,0,0,0,0,42,0,0,0,0,0,161,0,0,0,3.8333333333333335,0,0,42,3.8333333333333335,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\f14a_e_lock_box/2018-7-14@1534296742454\transactionEvaluation.csv
1,F14a_REFERsy,62,20,137,0,0,44,94,18,100,13,0,18,18,0,0,0,0,0,0,0,0,0,6,0,0.7222222222222222,0,0,0,0,0.7222222222222222,0,0,2,0,22,2,36,0,24,26,36,6.388888888888889,3.416091640653044,21.82502992639445,Unknown,NA,NA,NA,NA,0,1,1,1,2,7,0,0,130,130,125,124,118,125,124,118,0,13,0,0,0,0,10,0,0,0,0,0,0.7222222222222222,0,0,0,0,18,0,0,0,0,0,0,0,1,18,0,0,10,0,0,0,0,18,0,0,0,0,0,13,0,0,0,0.7222222222222222,0,0,18,0.7222222222222222,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\F14a_REFERsy/2018-7-14@1534296742457\transactionEvaluation.csv
1,F14a_mobile_application_for_mobile_controlled_lighting,27,10,59,0,0,15,38,8,45,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,5,24.2,4.633333333333334,112.12666666666668,Unknown,NA,NA,NA,NA,0,1,1,1,0,4,0,0,65,65,70,73,61,70,73,61,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,8,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\F14a_mobile_application_for_mobile_controlled_lighting/2018-7-14@1534296742456\transactionEvaluation.csv
1,F14a_soccer_data_web_crawler,45,16,103,0,0,0,104,12,82,1,0,12,12,0,0,0,0,0,0,0,0,0,1,0,0.08333333333333333,0,0,0,0,0.08333333333333333,0,0,4,0,0,4,23,0,4,22,23,8.391304347826088,10.760436021305589,90.29409357008603,Unknown,NA,NA,NA,NA,0,1,1,1,0,7,0,0,110,110,115,137,120,115,137,120,0,1,0,0,0,0,8,0,0,0,0,0,0.08333333333333333,0,0,0,0,12,0,0,0,0,0,0,0,9,12,0,0,8,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0.08333333333333333,0,0,12,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\F14a_soccer_data_web_crawler/2018-7-14@1534296742458\transactionEvaluation.csv
1,F14a_snapp_voice_communication_system,55,16,131,0,0,18,64,18,91,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,18,0,6,37,18,11.38888888888889,4.095065562456867,46.63824668353654,Unknown,NA,NA,NA,NA,0,1,1,2,2,4,0,0,90,90,105,101,85,105,101,85,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,10,18,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\F14a_snapp_voice_communication_system/2018-7-14@1534296742457\transactionEvaluation.csv
1,F14a_tipsure_com,80,16,185,0,0,19,222,17,144,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,43,0,4,37,43,9.279069767441861,12.649118904351463,117.37205681014497,Unknown,NA,NA,NA,NA,0,1,1,1,0,7,0,0,110,110,125,155,143,125,155,143,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,14,17,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\F14a_tipsure_com/2018-7-14@1534296742458\transactionEvaluation.csv
1,F14a_sharethetraining_com,91,26,191,0,0,59,154,32,143,99,31,32,32,0,0,0,0,31,0,0,0,31,8,0.96875,3.09375,0.96875,0,0,0,3.09375,4.499999999999999,0,3,0,23,3,53,0,26,38,53,7.245283018867925,5.554806168157133,40.24614280325168,Unknown,NA,NA,NA,NA,0,1,1,1,3,9,0,0,170,170,150,151,159,150,151,159,0,99,0,31,31,0,13,4.499999999999999,0.96875,0,0,0,3.09375,0,0,0,0,32,0.14062499999999997,0,0,0,0,0,0,9,32,0,0,13,0,0,0,0,32,0,0,0,31,31,99,0,0.96875,0.96875,3.09375,0,0,32,3.09375,0,0,0,0,0.96875,31,0,0,0,0,C:\Users\flyqk\Documents\Google Drive\ResearchSpace\Research Projects\UMLx\data\577 Projects\2014-2015\xmls\F14a_sharethetraining_com/2018-7-14@1534296742456\transactionEvaluation.csv
