id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,$help://use_case_model_pattern.htm,0,0,0,0,0,0
2,$help://usecasediagram.htm,0,0,0,0,0,0
3,$help://actor.htm,0,0,0,0,0,0
4,System Boundary,0,0,0,0,0,0
5,$help://domain_model_pattern.htm,0,0,0,0,0,0
6,Color,0,0,0,0,0,0
7,Customer,0,0,0,0,0,0
8,CustomerController,0,0,0,0,0,0
9,CustomerForm,0,0,0,0,0,0
10,CustomerProfileController,0,0,0,0,0,0
11,CustomerRepository,0,0,0,0,0,0
12,CustomerService,0,0,0,0,0,0
13,Florist,0,0,0,0,0,0
14,FloristController,0,0,0,0,0,0
15,FloristForm,0,0,0,0,0,0
16,FloristProfileController,0,0,0,0,0,0
17,FloristService,0,0,0,0,0,0
18,JpaRepository,0,0,0,0,0,0
19,Order,0,0,0,0,0,0
20,OrderController,0,0,0,0,0,0
21,OrderForm,0,0,0,0,0,0
22,OrderRepository,0,0,0,0,0,0
23,OrderService,0,0,0,0,0,0
24,PayPalInstance,0,0,0,0,0,0
25,product,0,0,0,0,0,0
26,ProductForm,0,0,0,0,0,0
27,ProductRepository,0,0,0,0,0,0
28,ProductService,0,0,0,0,0,0
29,RestoreRepository,0,0,0,0,0,0
30,review,0,0,0,0,0,0
31,ReviewForm,0,0,0,0,0,0
32,ReviewInfo,0,0,0,0,0,0
33,ReviewRepository,0,0,0,0,0,0
34,User,0,0,0,0,0,0
35,Zipcode,0,0,0,0,0,0
36,deliveryfee,0,0,0,0,0,0
37,hour,0,0,0,0,0,0
38,location,0,0,0,0,0,0
39,occasion,0,0,0,0,0,0
40,orderentry,0,0,0,0,0,0
41,orders,0,0,0,0,0,0
42,product_color,0,0,0,0,0,0
43,products_occasion,0,0,0,0,0,0
44,store,0,0,0,0,0,0
45,store_deliveryfee,0,0,0,0,0,0
46,store_zipcode,0,0,0,0,0,0
47,user_location,0,0,0,0,0,0
48,precheckrequiredfields,0,0,0,0,0,0
49,cart,0,0,0,0,0,0
50,loginpage,0,0,0,0,0,0
51,successfulchangemessage,0,0,0,0,0,0
