id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:site list page-->site list page:display an empty form for announcement-->display an empty form for announcement:empty announcement form-->empty announcement form:check conflict situation-->check conflict situation:record the announcement to db-->record the announcement to db:direct back to announcement page-->direct back to announcement page:announcement page,EO,2,7,6,0,1,entity->boundary->boundary->boundary->boundary->boundary->boundary
2,User:site list page-->site list page:display an empty form for announcement-->display an empty form for announcement:empty announcement form-->empty announcement form:check conflict situation-->check conflict situation:error lert about confliect,EO,0,5,4,0,1,entity->boundary->boundary->boundary->boundary
3,User:announcement page,EQ,0,1,1,0,0,boundary
4,User:announcement list-->announcement list:display site list-->display site list:site list,EI,2,3,1,0,2,boundary->entity->entity
5,User:announcement list-->announcement list:display site list-->display site list:site list page-->site list page:display an empty form for announcement-->display an empty form for announcement:empty announcement form-->empty announcement form:check conflict situation-->check conflict situation:record the announcement to db-->record the announcement to db:direct back to announcement page-->direct back to announcement page:announcement page,EQ,4,9,7,0,2,boundary->entity->entity->boundary->boundary->boundary->boundary->boundary->boundary
6,User:announcement list-->announcement list:display site list-->display site list:site list page-->site list page:display an empty form for announcement-->display an empty form for announcement:empty announcement form-->empty announcement form:check conflict situation-->check conflict situation:error lert about confliect,EQ,2,7,5,0,2,boundary->entity->entity->boundary->boundary->boundary->boundary
7,User:"announcement" link-->"announcement" link:display page with announcement list-->display page with announcement list:announcement list-->announcement list:display site list-->display site list:site list,EI,2,5,3,0,2,boundary->boundary->boundary->entity->entity
8,User:"announcement" link-->"announcement" link:display page with announcement list-->display page with announcement list:announcement list-->announcement list:display site list-->display site list:site list page-->site list page:display an empty form for announcement-->display an empty form for announcement:empty announcement form-->empty announcement form:check conflict situation-->check conflict situation:record the announcement to db-->record the announcement to db:direct back to announcement page-->direct back to announcement page:announcement page,EQ,4,11,9,0,2,boundary->boundary->boundary->entity->entity->boundary->boundary->boundary->boundary->boundary->boundary
9,User:"announcement" link-->"announcement" link:display page with announcement list-->display page with announcement list:announcement list-->announcement list:display site list-->display site list:site list page-->site list page:display an empty form for announcement-->display an empty form for announcement:empty announcement form-->empty announcement form:check conflict situation-->check conflict situation:error lert about confliect,EQ,2,9,7,0,2,boundary->boundary->boundary->entity->entity->boundary->boundary->boundary->boundary
10,User:"announcement" link-->"announcement" link:display page with announcement list-->display page with announcement list:announcement info,EQ,0,3,3,0,0,boundary->boundary->boundary
11,User:empty announcement form-->empty announcement form:check conflict situation-->check conflict situation:record the announcement to db-->record the announcement to db:direct back to announcement page-->direct back to announcement page:announcement page,EQ,2,5,5,0,0,boundary->boundary->boundary->boundary->boundary
12,User:empty announcement form-->empty announcement form:check conflict situation-->check conflict situation:error lert about confliect,EQ,0,3,3,0,0,boundary->boundary->boundary
13,User:error lert about confliect,EQ,0,1,1,0,0,boundary
14,User:success message,EQ,0,1,0,1,0,control
15,User:"sites" link-->"sites" link:redirect to a page with the curernt sites list-->redirect to a page with the curernt sites list:site list-->site list:display the add site info page-->display the add site info page:site information,EQ,1,5,2,0,3,entity->boundary->boundary->entity->entity
16,User:"sites" link-->"sites" link:redirect to a page with the curernt sites list-->redirect to a page with the curernt sites list:site list-->site list:display the add site info page-->display the add site info page:add site page-->add site page:check existing situation for the new site-->check existing situation for the new site:existing site error message,EQ,2,7,2,1,4,entity->boundary->boundary->entity->entity->entity->control
17,User:"sites" link-->"sites" link:redirect to a page with the curernt sites list-->redirect to a page with the curernt sites list:site list-->site list:display the add site info page-->display the add site info page:add site page-->add site page:check existing situation for the new site-->check existing situation for the new site:add site information db-->add site information db:site information,EQ,2,8,2,0,6,entity->boundary->boundary->entity->entity->entity->entity->entity
18,User:"sites" link-->"sites" link:redirect to a page with the curernt sites list-->redirect to a page with the curernt sites list:site list-->site list:display the add site info page-->display the add site info page:add site page-->add site page:check existing situation for the new site-->check existing situation for the new site:add site information db-->add site information db:success message,EQ,2,8,2,1,5,entity->boundary->boundary->entity->entity->entity->entity->control
19,User:"sites" link-->"sites" link:redirect to a page with the curernt sites list-->redirect to a page with the curernt sites list:site information,EQ,1,3,1,0,2,entity->boundary->entity
20,User:existing site error message,EQ,0,1,0,0,1,entity
21,User:site list-->site list:display the add site info page-->display the add site info page:site information,EQ,1,3,0,0,3,entity->entity->entity
22,User:site list-->site list:display the add site info page-->display the add site info page:add site page-->add site page:check existing situation for the new site-->check existing situation for the new site:existing site error message,EO,2,5,0,1,4,entity->entity->entity->entity->control
23,User:site list-->site list:display the add site info page-->display the add site info page:add site page-->add site page:check existing situation for the new site-->check existing situation for the new site:add site information db-->add site information db:site information,EQ,2,6,0,0,6,entity->entity->entity->entity->entity->entity
24,User:site list-->site list:display the add site info page-->display the add site info page:add site page-->add site page:check existing situation for the new site-->check existing situation for the new site:add site information db-->add site information db:success message,EO,2,6,0,1,5,entity->entity->entity->entity->entity->control
25,User:add site page-->add site page:check existing situation for the new site-->check existing situation for the new site:existing site error message,EO,0,3,0,1,2,entity->entity->control
26,User:add site page-->add site page:check existing situation for the new site-->check existing situation for the new site:add site information db-->add site information db:site information,EQ,0,4,0,0,4,entity->entity->entity->entity
27,User:add site page-->add site page:check existing situation for the new site-->check existing situation for the new site:add site information db-->add site information db:success message,EO,0,4,0,1,3,entity->entity->entity->control
28,User:display invalid email format,EQ,0,1,0,1,0,control
29,User:user management page-->user management page:display form with text input area-->display form with text input area:user information input page-->user information input page:check usc id exist or not-->check usc id exist or not:display invalid email format,EI,1,5,1,3,1,boundary->control->control->entity->control
30,User:user management page-->user management page:display form with text input area-->display form with text input area:user information input page-->user information input page:check usc id exist or not-->check usc id exist or not:empty announcement form-->empty announcement form:add user into db-->add user into db:error lert about confliect,EQ,2,7,4,2,1,boundary->control->control->entity->boundary->boundary->boundary
31,User:user management page-->user management page:display form with text input area-->display form with text input area:user information input page-->user information input page:check usc id exist or not-->check usc id exist or not:empty announcement form-->empty announcement form:add user into db-->add user into db:display success message-->display success message:success message,EQ,2,8,3,4,1,boundary->control->control->entity->boundary->boundary->control->control
32,User:user management page-->user management page:display form with text input area-->display form with text input area:user information input page-->user information input page:check usc id exist or not-->check usc id exist or not:empty announcement form-->empty announcement form:add user into db-->add user into db:display success message-->display success message:direct back to announcement page-->direct back to announcement page:success message,EQ,3,9,4,4,1,boundary->control->control->entity->boundary->boundary->control->boundary->control
