id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:Hompage,EQ,0,1,1,0,0,boundary
2,User:Chooses to approve signup request.-->Chooses to approve signup request.:The requesting user can now log into the application.-->The requesting user can now log into the application.:Hompage,EO,2,3,1,2,0,control->control->boundary
3,User:Selects a signup request.-->Selects a signup request.:displays request details such as user info and account type-->displays request details such as user info and account type:The requesting user can now log into the application.-->The requesting user can now log into the application.:Hompage,EO,1,4,1,3,0,control->control->control->boundary
4,User:Selects the approve signup option -->Selects the approve signup option :displays the approve signup screen.-->displays the approve signup screen.:displays request details such as user info and account type-->displays request details such as user info and account type:The requesting user can now log into the application.-->The requesting user can now log into the application.:Hompage,EO,1,5,1,4,0,control->control->control->control->boundary
5,User:Presses the accept comment button.-->Presses the accept comment button.:Comment is accepted-->Comment is accepted:Hompage,EO,1,3,1,2,0,control->control->boundary
6,User:Selects a comment to view.-->Selects a comment to view.:Comment is displayed along with the assignee that submitted it-->Comment is displayed along with the assignee that submitted it:Comment is accepted-->Comment is accepted:Hompage,EO,1,4,1,3,0,control->control->control->boundary
7,User:Selects the view submitted comments option-->Selects the view submitted comments option:displays the view submitted comments screen-->displays the view submitted comments screen:Comment is displayed along with the assignee that submitted it-->Comment is displayed along with the assignee that submitted it:Comment is accepted-->Comment is accepted:Hompage,EO,1,5,1,4,0,control->control->control->control->boundary
8,User:Selects change project option.-->Selects change project option.:displays the select a project screen.-->displays the select a project screen.:invalid information is displayed to the user-->invalid information is displayed to the user:project db,EO,1,4,1,3,0,control->control->control->boundary
9,User:Selects change project option.-->Selects change project option.:displays the select a project screen.-->displays the select a project screen.:invalid information is displayed to the user-->invalid information is displayed to the user:Hompage,EO,1,4,1,3,0,control->control->control->boundary
10,User:Selects settings button from the Android toolbar-->Selects settings button from the Android toolbar:Dropdown settings menu is displayed.-->Dropdown settings menu is displayed.:displays the select a project screen.-->displays the select a project screen.:invalid information is displayed to the user-->invalid information is displayed to the user:project db,EO,1,5,1,4,0,control->control->control->control->boundary
