id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:"check in" tab in the main tab->User:"check in" tab in the main tab->"check in" tab in the main tab:Open a new page with a list of sites->Open a new page with a list of sites:site list->site list:compare the current location and site location->compare the current location and site location:site list page,Check in,TRAN_NA,6,2,3,5,18
2,stl#User:"check in" tab in the main tab->User:"check in" tab in the main tab->"check in" tab in the main tab:Open a new page with a list of sites->Open a new page with a list of sites:site list->site list:compare the current location and site location->compare the current location and site location:pop failure check-in announcement->pop failure check-in announcement:failure check-in announcement,Check in,TRAN_NA,7,1,4.166666666666667,6,29.166666666666668
3,stl#User:"check in" tab in the main tab->User:"check in" tab in the main tab->"check in" tab in the main tab:Open a new page with a list of sites->Open a new page with a list of sites:site list->site list:compare the current location and site location->compare the current location and site location:pop-up success check-in announcement->pop-up success check-in announcement:success checkin announcement,Check in,TRAN_NA,7,3,4.166666666666667,6,29.166666666666668
4,stl#User:"check in" tab in the main tab->User:"check in" tab in the main tab->"check in" tab in the main tab:Open a new page with a list of sites->Open a new page with a list of sites:site list->site list:compare the current location and site location->compare the current location and site location:site info,Check in,TRAN_NA,6,1,3.6,5,21.6
5,stl#User:"check in" tab in the main tab->User:"check in" tab in the main tab->"check in" tab in the main tab:Open a new page with a list of sites->Open a new page with a list of sites:site info,Check in,CTRL,4,1,3.6666666666666665,3,14.666666666666666
6,stl#User:success checkin announcement->User:success checkin announcement,Check in,CTRL;EXTCLL;INT,2,0,6,1,12
7,stl#User:site list page->User:site list page,Check in,CTRL;EXTCLL;DM;EI,2,0,2,1,4
8,stl#User:site list->User:site list->site list:compare the current location and site location->compare the current location and site location:site list page,Check in,TRAN_NA,4,1,3,3,12
9,stl#User:site list->User:site list->site list:compare the current location and site location->compare the current location and site location:pop failure check-in announcement->pop failure check-in announcement:failure check-in announcement,Check in,TRAN_NA,5,0,4.75,4,23.75
10,stl#User:site list->User:site list->site list:compare the current location and site location->compare the current location and site location:pop-up success check-in announcement->pop-up success check-in announcement:success checkin announcement,Check in,TRAN_NA,5,2,4.75,4,23.75
11,stl#User:site list->User:site list->site list:compare the current location and site location->compare the current location and site location:site info,Check in,TRAN_NA,4,0,4,3,16
12,stl#User:failure check-in announcement->User:failure check-in announcement,Check in,CTRL;EXTCLL;INT,2,0,6,1,12
