id,element,useCase,type,component
1,User:Chooses the option to view pending tasks from the administrator��s dashboard.,View Pending Tasks,control,displaystheviewpendingtasksscreen
2,User:Selects a task,View Pending Tasks,boundary,Selectsassignedtask
3,User:Hompage,View Pending Tasks,boundary,Hompage
4,Chooses the option to view pending tasks from the administrator��s dashboard.:displays the view pending tasks screen.,View Pending Tasks,control,displaystheviewpendingtasksscreen
5,Displays tasks details and assignee:Hompage,View Pending Tasks,boundary,Hompage
6,Displays tasks details and assignee:invalid information is displayed to the user,View Pending Tasks,control,displaystheviewpendingtasksscreen
7,Selects a task:Displays tasks details and assignee,View Pending Tasks,control,displaystheviewpendingtasksscreen
8,displays the view pending tasks screen.:Displays tasks details and assignee,View Pending Tasks,control,displaystheviewpendingtasksscreen
9,invalid information is displayed to the user:Hompage,View Pending Tasks,boundary,Hompage
10,stl#User:Chooses the option to view pending tasks from the administrator��s dashboard.,View Pending Tasks,Stimulus,undefined
11,stl#User:Selects a task,View Pending Tasks,Stimulus,undefined
12,stl#User:Hompage,View Pending Tasks,Stimulus,undefined
