id,element,useCase,type,component
1,User:corresponding role's main page,check case information,control,Rest password
2,User:case list,check case information,boundary,Case Manager
3,User:case information page,check case information,boundary,Case information
4,Send request to case database:return to the case information page,check case information,boundary,Case information
5,Send request to case database:case,check case information,boundary,Case Manager
6,case list:Send request to case database,check case information,control,Rest password
7,return to the case information page:case information page,check case information,boundary,Case information
8,redirect the user to the corresponding role's main page:corresponding role's main page,check case information,control,Rest password
9,return to the case information page:redirect the user to the corresponding role's main page,check case information,control,Use information
10,stl#User:corresponding role's main page,check case information,Stimulus,undefined
11,stl#User:case list,check case information,Stimulus,undefined
12,stl#User:case information page,check case information,Stimulus,undefined
