id,element,useCase,type,component
1,User:message box,Logout,boundary,messagebox
2,User:Logout error message,Logout,boundary,messagebox
3,User:Logout button,Logout,boundary,Blog
4,Clear cache data:display a logout message,Logout,boundary,messagebox
5,Logout button:Clear cache data,Logout,boundary,Medical Create Form
6,display a logout message:Logout error message,Logout,boundary,messagebox
7,display a logout message:message box,Logout,boundary,messagebox
8,stl#User:message box,Logout,Stimulus,undefined
9,stl#User:Logout error message,Logout,Stimulus,undefined
10,stl#User:Logout button,Logout,Stimulus,undefined
