id,element,useCase,type,outboundDegree,inboundDegree
1,Insurance Agent:Review Report,Recording video of bad driving event,0,undefined,undefined
2,Insurance Agent:List of reports screen,Recording video of bad driving event,0,undefined,undefined
3,Insurance Agent:Recording screen,Recording video of bad driving event,0,undefined,undefined
4,Circular buffer:Bad Driver Database,Recording video of bad driving event,0,undefined,undefined
5,Circular buffer:Review Report,Recording video of bad driving event,0,undefined,undefined
6,Fetch two most  recent video clips:Circular buffer,Recording video of bad driving event,0,undefined,undefined
7,Fetch two most  recent video clips:Upload video clips,Recording video of bad driving event,0,undefined,undefined
8,Stop Recording and store file:Fetch two most  recent video clips,Recording video of bad driving event,0,undefined,undefined
9,License lace # database associated with Bad Drivers:Recording video clips,Recording video of bad driving event,0,undefined,undefined
10,List of reports screen:Stop Recording and store file,Recording video of bad driving event,0,undefined,undefined
11,Recording video clips:List of reports screen,Recording video of bad driving event,0,undefined,undefined
12,Recording screen:Recording video clips,Recording video of bad driving event,0,undefined,undefined
13,Recording video clips:Stop Recording and store file,Recording video of bad driving event,0,undefined,undefined
14,Upload video clips:Recording video clips,Recording video of bad driving event,0,undefined,undefined
15,stl#Insurance Agent:Review Report,Recording video of bad driving event,0,undefined,undefined
16,stl#Insurance Agent:List of reports screen,Recording video of bad driving event,0,undefined,undefined
17,stl#Insurance Agent:Recording screen,Recording video of bad driving event,0,undefined,undefined
