id,element,attributeNum,operationNum,instanceVarNum,externalOperNum,parameterNum,weightedOperNum,numberOfDerivedClasses,numberOfChildren,numberOfClassesInherited,depthInheritanceTree,numberOfDerivingClasses,isTopLevelClass,numberOfClassesInheritedFrom,numberOfInheritanceRelationships,numberOfAssociatedClasses,numberOfAssociatingClasses,numberOfAssociationRelationships,numberOfUsedClasses,numberOfUsingClasses,numberOfUsageRelationships,couplingBetweenObjects
1,Data Service Configuration Form,4,1,4,1,0,0.3,0,0,0,0,0,true,0,0,0,66,66,0,0,0,66
2,Product Configuration,6,3,6,1,0,0.3,0,0,0,0,0,true,0,0,66,0,66,0,0,0,66
3,Sensor Data Export File,4,1,4,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
4,Sensor Product Configuration Form,6,1,6,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
5,User Account,5,1,5,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
6,$help://usecasediagram.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
7,$help://actor.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
8,$help://use_case_model_pattern.htm,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
9,System Boundary,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
10,Studentinfopage,0,1,0,1,0,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
11,successmessage,0,2,0,1,5,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
12,searchresultslist,0,1,0,1,5,0.3,0,0,0,0,0,true,0,0,0,0,0,0,0,0,0
